Season,Player,Pos,Player_ID,url,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3
Inactive,Rob Kurz,SF,kurzro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kurzro01.html,23,40,442,11.8,0.513,0.29,0.382,8.1,11.8,10,6.5,1.5,3,9.5,16.3,0.5,0.2,0.7,0.074,-1.1,-1.2,-2.3,0,0.389,15.9,0.71,0.206,0.046,0.076,0.382,0.29,0.387,0.556,0,0.4,0.34,0.395,0.806,0,0.933,0.211,0.25
Inactive,Robert Swift,C,swiftro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/swiftro01.html,23,26,343,11.5,0.551,0,0.225,6.9,23.2,14.9,4,0.7,3.7,9.3,11.1,0.3,0.4,0.7,0.104,-3.9,0.8,-3.1,-0.1,0.521,5.7,1,0.437,0.296,0.225,0.042,0,0.521,0.645,0.429,0.5,0,0,0.757,0.113,0,0,0
Inactive,Robin Lopez,C,lopezro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lopezro01.html,20,60,614,11.6,0.566,0.007,0.496,10.3,12.1,11.2,1.8,0.9,4.9,14.4,14,0.6,0.4,1.1,0.083,-2.1,-0.2,-2.3,0,0.518,3.7,0.993,0.613,0.248,0.102,0.029,0.007,0.522,0.643,0.324,0.286,0.5,0,0.563,0.197,0,0,0
Inactive,Rodney Carney,SG,carnero01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/carnero01.html,24,67,1199,12.1,0.532,0.534,0.156,3.4,9.1,6.1,3.6,2,1.9,8.7,18.6,0.7,0.8,1.5,0.059,-0.2,-1.2,-1.5,0.2,0.416,16.1,0.466,0.262,0.035,0.054,0.113,0.534,0.492,0.667,0.2,0.174,0.333,0.35,0.639,0.102,0.987,0.54,0.402
Inactive,Rodney Stuckey,PG,stuckro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stuckro01.html,22,79,2517,14.8,0.508,0.085,0.318,3.2,9.8,6.5,26.1,1.7,0.3,14.3,23,1.7,2.2,3.8,0.073,0,-0.5,-0.5,1,0.439,10.3,0.915,0.419,0.081,0.134,0.28,0.085,0.453,0.496,0.514,0.385,0.402,0.295,0.27,0.005,0.783,0.103,0
Inactive,Roger Mason,SG,masonro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/masonro01.html,28,82,2496,11.9,0.554,0.479,0.144,0.8,11.1,6,11.1,0.9,0.4,10.3,18.9,1.9,2.9,4.7,0.091,0,-0.4,-0.4,1,0.425,19.7,0.521,0.096,0.028,0.046,0.35,0.479,0.428,0.468,0.348,0.526,0.41,0.421,0.53,0.001,0.759,0.279,0.418
Inactive,Roko Ukic,PG,ukicro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/ukicro01.html,24,72,890,9.8,0.43,0.191,0.185,3.6,6.3,4.9,27.2,1.8,0.2,14.6,21.3,-0.8,0.4,-0.4,-0.019,-2.9,-2.5,-5.4,-0.8,0.38,9.3,0.809,0.448,0.142,0.133,0.086,0.191,0.427,0.483,0.5,0.372,0.107,0.177,0.143,0,0.545,0.161,0.3
Inactive,Ronald Murray,SG,murraro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/murraro01.html,29,80,1975,14.7,0.543,0.304,0.293,1.3,8.7,5,14,2.4,0.7,12.5,24.3,1.2,2,3.1,0.076,-0.2,-1.3,-1.5,0.3,0.447,14.8,0.696,0.245,0.113,0.143,0.194,0.304,0.485,0.626,0.411,0.491,0.344,0.36,0.299,0.034,0.759,0.231,0.357
Inactive,Ronnie Brewer,SF,brewero02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brewero02.html,23,81,2605,16.1,0.565,0.103,0.425,4.6,9.1,6.9,10.9,2.7,0.9,10.1,18.8,3.9,2.9,6.8,0.126,1,1,2,2.7,0.508,9.5,0.897,0.517,0.037,0.047,0.296,0.103,0.537,0.645,0.355,0.333,0.404,0.259,0.727,0.171,1,0.035,0
Inactive,Ronnie Price,PG,pricero01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pricero01.html,25,52,738,8.5,0.465,0.3,0.222,1.9,9.2,5.6,21.3,2.7,0.5,21.5,17.2,-0.7,0.8,0.1,0.009,-3.3,-0.2,-3.5,-0.3,0.379,14.3,0.7,0.305,0.054,0.064,0.276,0.3,0.408,0.484,0.273,0.385,0.357,0.311,0.362,0.054,0.789,0.131,0.375
Inactive,Ronny Turiaf,C,turiaro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turiaro01.html,26,79,1696,14.5,0.559,0.008,0.339,5.7,17.4,11.6,13.9,1,6.9,14.3,12.4,2.2,1.4,3.6,0.101,-1.5,3.1,1.7,1.6,0.508,9.5,0.992,0.413,0.101,0.164,0.314,0.008,0.512,0.728,0.297,0.4,0.357,0,0.769,0.131,0,0.333,0
Inactive,Roy Hibbert,C,hibbero01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hibbero01.html,22,70,1009,16.1,0.51,0,0.35,12.4,14.1,13.3,7.9,1,5.6,10.2,23.3,1,1.2,2.1,0.102,-1.9,0.5,-1.3,0.2,0.471,5.2,1,0.483,0.352,0.083,0.081,0,0.471,0.512,0.446,0.371,0.441,0,0.556,0.093,0,0,0
Inactive,Royal Ivey,SG,iveyro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/iveyro01.html,27,71,861,7.6,0.465,0.548,0.207,2.6,8,5.3,7.4,2.2,0.7,9.2,13.2,0.2,0.8,0.9,0.052,-1.8,-0.4,-2.2,0,0.332,16.8,0.452,0.216,0.067,0.087,0.082,0.548,0.319,0.422,0.214,0.111,0.353,0.342,0.467,0,1,0.518,0.339
Inactive,Rudy Fernandez,SG,fernaru01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fernaru01.html,23,78,1993,15.5,0.588,0.632,0.227,2.9,10.1,6.4,12.7,1.9,0.5,11,18.4,4.3,1.8,6.1,0.147,3.6,-0.6,3.1,2.5,0.425,18.8,0.368,0.159,0.044,0.049,0.116,0.632,0.47,0.72,0.25,0.258,0.301,0.399,0.578,0.043,0.893,0.249,0.364
Inactive,Rudy Gay,SF,gayru01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gayru01.html,22,79,2945,15.3,0.528,0.192,0.273,4.5,13.9,9.1,8.7,1.8,1.6,12.6,25.6,0.7,2.6,3.3,0.054,-0.7,-0.7,-1.4,0.5,0.453,12.4,0.808,0.287,0.142,0.133,0.246,0.192,0.477,0.586,0.425,0.435,0.405,0.351,0.322,0.104,0.894,0.211,0.431
Inactive,Russell Westbrook,PG,westbru01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/westbru01.html,20,82,2668,15.2,0.489,0.118,0.391,7.6,9.7,8.6,27.5,2.1,0.4,17.6,25.8,-0.1,2,1.9,0.035,0.1,-0.2,-0.1,1.3,0.398,9.5,0.882,0.422,0.116,0.149,0.195,0.118,0.415,0.476,0.323,0.362,0.379,0.271,0.252,0.064,0.514,0.109,0.357
Inactive,Ryan Anderson,PF,anderry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderry01.html,20,66,1312,13.6,0.532,0.464,0.285,9.3,19,14.1,6.4,1.8,1.2,12.1,18.6,1.3,1.2,2.5,0.09,-0.1,-1,-1.1,0.3,0.393,13.3,0.536,0.413,0.054,0.01,0.059,0.464,0.417,0.435,0.318,0.5,0.375,0.365,0.582,0.049,0.986,0.217,0.341
Inactive,Ryan Bowen,SF,bowenry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bowenry01.html,33,21,219,10.8,0.585,0,0.132,5.5,7.7,6.6,6.5,3.5,1.9,11.1,9.9,0.2,0.3,0.6,0.125,-1.6,2.7,1.1,0.2,0.579,7,1,0.579,0.079,0.026,0.316,0,0.579,0.773,0.333,0,0.333,0,0.909,0.026,0,0,0
Inactive,Ryan Gomes,SF,gomesry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gomesry01.html,26,82,2614,12.5,0.518,0.293,0.186,4.6,13.3,8.8,8.7,1.3,0.6,10.8,20.4,1.3,1.3,2.5,0.046,-0.3,-0.9,-1.3,0.5,0.431,15,0.707,0.208,0.084,0.137,0.278,0.293,0.456,0.611,0.232,0.368,0.45,0.372,0.618,0.007,0.991,0.396,0.398
Inactive,Ryan Hollins,C,holliry01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holliry01.html,24,30,296,13.16666667,0.573,0,0.813,12.43333333,13.23333333,12.83333333,2.566666667,0.833333333,5.866666667,16.03333333,15.7,0.3,0.4,0.666666667,0.114666667,-2.833333333,1.066666667,-1.766666667,0,0.525,3.4,1,0.712,0.085,0.186,0.017,0,0.525,0.667,0.4,0.091,0,0,0.839,0.458,0,0,0
Inactive,Samuel Dalembert,C,dalemsa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dalemsa01.html,27,82,2036,13.2,0.535,0.005,0.286,12.5,28.9,20.6,1.4,0.9,5.8,19.3,13.6,0.5,3.5,4,0.095,-4.2,1.7,-2.5,-0.3,0.498,5.8,0.995,0.532,0.157,0.21,0.097,0.005,0.5,0.597,0.368,0.396,0.405,0,0.671,0.212,0,0.5,0
Inactive,Sasha Pavlovic,SF,pavloal01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pavloal01.html,25,66,1053,8.6,0.51,0.425,0.196,3.6,10.4,7.2,10.5,1.1,1.2,13.8,15.5,0.2,1.5,1.7,0.077,-2,0.2,-1.8,0,0.422,15.4,0.575,0.236,0.091,0.084,0.164,0.425,0.43,0.569,0.24,0.304,0.4,0.41,0.441,0.036,0.958,0.359,0.381
Inactive,Sasha Vujacic,SG,vujacsa01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vujacsa01.html,24,80,1293,12.6,0.531,0.556,0.19,1.7,10,5.9,12.2,3,0.4,7.5,16,1.8,1.9,3.7,0.138,0.8,0.1,0.8,0.9,0.387,20.3,0.444,0.105,0.007,0.042,0.289,0.556,0.416,0.476,0,0.412,0.405,0.363,0.716,0.007,0.914,0.3,0.403
Inactive,Sean Marks,C,marksse01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marksse01.html,33,60,838,8.8,0.521,0.061,0.267,9,18,13.5,2.6,0.5,3.3,16,12.6,0.2,1,1.2,0.067,-4.5,0.4,-4.1,-0.5,0.485,9.4,0.939,0.509,0.036,0.024,0.37,0.061,0.503,0.69,0.167,0,0.311,0.2,0.808,0.291,1,0.6,0
Inactive,Sean May,PF,mayse01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mayse01.html,24,24,301,6.2,0.435,0.01,0.204,8.3,20,14.2,5.6,0.9,1.1,19.6,20.8,-0.7,0.4,-0.3,-0.045,-7.8,-0.9,-8.8,-0.5,0.398,13,0.99,0.224,0.112,0.133,0.52,0.01,0.392,0.409,0.091,0.385,0.451,1,0.737,0.01,1,0,0
Inactive,Sean Singletary,PG,singlse01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/singlse01.html,23,24.66666667,202,6.9,0.473333333,0.292333333,0.240666667,4.166666667,9.8,7.066666667,14.23333333,1.966666667,0,18.53333333,17.6,-0.133333333,0.166666667,0.033333333,0.008333333,-3.433333333,-1.266666667,-4.733333333,-0.133333333,0.396,16.3,0.688,0.188,0.063,0.146,0.292,0.313,0.394,0.444,0.333,0.429,0.357,0.4,0.154,0,1,0.267,0.25
Inactive,Sean Williams,PF,willise01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willise01.html,22,33,366,8.8,0.465,0,0.444,10.9,14.8,12.9,5.4,1,6.5,18.9,13.6,-0.1,0.4,0.3,0.036,-4.8,2.4,-2.4,0,0.417,5.4,1,0.514,0.208,0.194,0.083,0,0.417,0.622,0.267,0.143,0.167,0,0.467,0.181,0,0,0
Inactive,Sebastian Telfair,PG,telfase01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/telfase01.html,23,75,2095,10.8,0.481,0.303,0.23,1.7,5.5,3.5,26.1,1.8,0.4,16,19.6,0,0.8,0.8,0.019,-1.2,-2.2,-3.4,-0.7,0.383,14.9,0.697,0.234,0.082,0.121,0.261,0.303,0.399,0.436,0.368,0.429,0.363,0.346,0.134,0,0.781,0.284,0.483
Inactive,Sergio Rodriguez,PG,rodrise01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rodrise01.html,22,80,1225,12.5,0.491,0.347,0.234,4.3,9,6.6,35.6,2.4,0.1,24.7,18.5,0.5,1.2,1.7,0.068,-0.5,-1.1,-1.6,0.1,0.392,13.8,0.653,0.307,0.134,0.097,0.116,0.347,0.428,0.515,0.432,0.344,0.263,0.325,0.098,0,0.757,0.307,0.343
Inactive,Shane Battier,SG,battish01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/battish01.html,30,60,2031,10.7,0.568,0.669,0.189,3.1,12.9,8.2,10,1.3,1.9,11.3,9.9,2.3,2.9,5.2,0.123,0.4,3,3.4,2.8,0.41,18.7,0.331,0.153,0.093,0.04,0.045,0.669,0.462,0.574,0.485,0.214,0.25,0.384,0.556,0.006,0.989,0.414,0.439
Inactive,Shannon Brown,SG,brownsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownsh01.html,23,32,318,13.33333333,0.571333333,0.222,0.231333333,2.733333333,9.266666667,6.066666667,13.13333333,2.3,1.166666667,17.1,20.7,0.066666667,0.4,0.466666667,0.079666667,-2,-0.666666667,-2.7,-0.066666667,0.524,12.2,0.786,0.429,0.071,0.095,0.19,0.214,0.485,0.722,0.333,0,0.25,0.667,0.75,0.167,1,0.222,1
Inactive,Shaquille O'Neal,C,onealsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/onealsh01.html,36,75,2252,22.3,0.623,0.001,0.617,10.1,22.3,16.4,8.9,1.1,3.5,13.6,24.2,5.6,2.2,7.8,0.166,1.7,0.3,2,2.3,0.609,3.4,0.999,0.576,0.359,0.064,0,0.001,0.61,0.746,0.437,0.352,0,0,0.594,0.233,0,0,0
Inactive,Shaun Livingston,PG,livinsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/livinsh01.html,23,8,154,10.33333333,0.526333333,0,0.260666667,1.1,10.93333333,5.933333333,13.96666667,1.833333333,0.466666667,15.23333333,14.3,0.1,0.1,0.266666667,0.049333333,-4,-0.7,-4.7,-0.066666667,0.538,9.8,1,0.25,0.173,0.442,0.135,0,0.538,0.692,0.222,0.609,0.429,0,0.393,0.038,0,0,0
Inactive,Shavlik Randolph,PF,randosh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randosh01.html,25,10,37,19.4,0.61,0.077,0.308,33,27.3,30.2,0,0,2.1,28.9,26.4,0,0,0,0.041,-3.8,-8.4,-12.2,-0.1,0.615,2.1,0.923,0.846,0.077,0,0,0.077,0.583,0.636,0,0,0,1,0.429,0.077,1,1,1
Inactive,Shawn Marion,SF,mariosh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mariosh01.html,30,46,1646.666667,16.03333333,0.522333333,0.065,0.186333333,8.7,19.53333333,14.13333333,9.466666667,1.866666667,2.066666667,11.03333333,18.33333333,1.4,2.1,3.466666667,0.098666667,-0.766666667,1.833333333,1.1,1.266666667,0.488,6.7,0.962,0.409,0.325,0.178,0.05,0.038,0.502,0.686,0.387,0.361,0.235,0.154,0.636,0.108,1,0.462,0.167
Inactive,Shawne Williams,SF,willish03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willish03.html,22,15,170,7.5,0.345,0.304,0.196,13,18.1,15.5,1.7,0.6,3.9,7.6,17.8,-0.2,0.2,0,-0.012,-5.8,-1.6,-7.4,-0.2,0.286,13.2,0.696,0.286,0.125,0.125,0.161,0.304,0.385,0.625,0,0.286,0.333,0.059,0.333,0.018,1,0.412,0.143
Inactive,Shelden Williams,PF,willish02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willish02.html,25,30,341.3333333,13.96666667,0.501,0.011666667,0.394,11.16666667,24.9,17.86666667,3.733333333,2.233333333,2.7,14.8,19.13333333,0,0.333333333,0.333333333,0.053333333,-4.6,-0.6,-5.2,-0.266666667,0.441,4.6,1,0.647,0.147,0.059,0.147,0,0.441,0.5,0.2,0.25,0.5,0,0.7,0.147,0,0,0
Inactive,Solomon Jones,C,jonesso01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesso01.html,24,63,675,12,0.655,0.018,0.667,9.1,15.6,12.3,3.4,0.6,3.9,15.8,11.8,1.2,0.7,1.9,0.138,-2,0.6,-1.4,0.1,0.604,4.9,0.982,0.622,0.126,0.144,0.09,0.018,0.606,0.681,0.5,0.375,0.6,0.5,0.667,0.225,1,0,0
Inactive,Sonny Weems,SG,weemsso01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/weemsso01.html,22,12,55,-3.9,0.333,0.12,0.32,0,8.2,4.2,8.7,0.9,0,17.4,27.9,-0.3,0,-0.3,-0.255,-12.6,-4.5,-17.2,-0.2,0.32,13.3,0.88,0.2,0.2,0.08,0.4,0.12,0.364,0.6,0,0,0.5,0,0.5,0.04,0,0,0
Inactive,Speedy Claxton,PG,claxtsp01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/claxtsp01.html,30,2,15,5.7,0.317,0,0.286,0,0,0,32.4,0,0,0,24.6,0,0,0,-0.083,-8.3,-10.7,-19.1,-0.1,0.286,11.3,1,0.286,0,0.429,0.286,0,0.286,0.5,0,0.333,0,0,0,0,0,0,0
Inactive,Spencer Hawes,C,hawessp01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hawessp01.html,20,77,2259,13,0.509,0.144,0.17,7.6,20.9,14.2,11.3,1,3.1,15.7,20.2,-0.4,1.2,0.8,0.016,-2.4,0.2,-2.1,-0.1,0.466,9.9,0.856,0.325,0.255,0.111,0.165,0.144,0.486,0.619,0.392,0.427,0.409,0.348,0.586,0.09,0.95,0.296,0.441
Inactive,Stephen Graham,SG,grahast01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/grahast01.html,26,52,684,8.5,0.498,0.258,0.242,3.4,12.2,7.7,7.3,0.7,0.4,13.7,20.9,-0.4,0.4,0,0.001,-3.8,-2.9,-6.7,-0.8,0.414,14.6,0.742,0.27,0.059,0.105,0.309,0.258,0.453,0.609,0.467,0.37,0.342,0.303,0.593,0.059,1,0.333,0.227
Inactive,Stephen Jackson,SF,jacksst02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jacksst02.html,30,59,2339,16.1,0.53,0.306,0.357,3.3,10.8,7.1,25.6,1.8,0.9,16.6,25.2,1.5,0.7,2.2,0.045,1.7,-1.5,0.2,1.3,0.414,14.5,0.694,0.256,0.13,0.087,0.221,0.306,0.448,0.573,0.331,0.379,0.4,0.338,0.265,0.019,0.65,0.089,0.556
Inactive,Stephon Marbury,PG,marbust01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marbust01.html,31,23,414,4.4,0.377,0.225,0.117,0.6,7.3,4.1,26.6,1.3,0.6,24.1,17.3,-0.9,0.5,-0.3,-0.038,-6.2,-1.1,-7.3,-0.6,0.342,15,0.775,0.225,0.108,0.072,0.369,0.225,0.372,0.52,0.25,0.125,0.366,0.24,0.406,0,0.833,0.12,0.333
Inactive,Steve Blake,PG,blakest01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/blakest01.html,28,69,2188,14.4,0.557,0.507,0.116,1.6,8.4,4.9,25.1,1.7,0.1,13.7,17,4.1,1.7,5.8,0.128,2.7,-1.1,1.7,2,0.428,19,0.493,0.114,0.06,0.079,0.24,0.507,0.429,0.5,0.308,0.255,0.484,0.427,0.416,0,0.9,0.381,0.48
Inactive,Steve Nash,PG,nashst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nashst01.html,34,74,2484,19.5,0.615,0.289,0.247,0.9,9.2,5.2,42.4,1.1,0.3,20.8,21.1,6.7,0.5,7.3,0.14,3.5,-3.4,0,1.3,0.503,15.2,0.711,0.165,0.127,0.184,0.235,0.289,0.529,0.671,0.546,0.433,0.495,0.439,0.106,0,0.361,0.049,0.417
Inactive,Steve Novak,PF,novakst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/novakst01.html,25,71,1161,13.5,0.606,0.722,0.058,1.8,10.9,6.2,5.8,0.9,0.3,5.4,16.8,2,0.2,2.2,0.092,1.6,-3.5,-1.9,0,0.444,23.4,0.278,0.015,0.005,0.023,0.235,0.722,0.518,0.667,1,0.444,0.505,0.416,0.789,0,0.983,0.206,0.508
Inactive,Steven Hill,PF,hillst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillst01.html,23,1,2,88.3,1,0,0,100,58.6,86.4,0,0,0,0,22.1,0,0,0,0.873,26.1,-19.2,6.8,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Inactive,Stromile Swift,PF,swiftst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/swiftst01.html,29,12.66666667,123.3333333,6.733333333,0.483333333,0.014,0.521,10.2,18.03333333,14.2,2.433333333,0.933333333,3.166666667,20.4,20.16666667,-0.2,0.1,-0.066666667,-0.032,-6.7,-1.866666667,-8.633333333,-0.2,0.366,7,0.976,0.39,0.317,0.073,0.195,0.024,0.35,0.563,0.308,0,0.125,1,0.714,0.171,1,1,1
Inactive,Sun Yue,SG,yuesu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/yuesu01.html,23,10,28,-8.6,0.273,0.545,0,0,0,0,9.8,1.8,2.8,21.4,22,-0.2,0,-0.1,-0.226,-11.4,-3.7,-15.2,-0.1,0.273,20.1,0.455,0.091,0,0.182,0.182,0.545,0.6,1,0,1,0,0,1,0,0,0.167,0
Inactive,T.J. Ford,PG,fordtj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fordtj01.html,25,74,2258,16.6,0.533,0.114,0.308,2.9,9.8,6.3,27.6,2,0.5,14.8,23.5,2.6,1.7,4.3,0.092,0.7,-0.9,-0.2,1,0.452,10.7,0.886,0.315,0.162,0.18,0.229,0.114,0.467,0.542,0.446,0.439,0.402,0.337,0.156,0.003,0.857,0.279,0.414
Inactive,Tarence Kinsey,SG,kinseta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kinseta01.html,24,50,277,11,0.595,0.261,0.551,4.5,11.6,8.2,5.5,2.3,0,20.4,18.3,0.2,0.5,0.6,0.105,-2.8,-0.4,-3.3,-0.1,0.449,13.5,0.739,0.246,0.145,0.116,0.232,0.261,0.471,0.647,0.3,0.625,0.313,0.389,0.333,0.043,1,0.667,0.5
Inactive,Tayshaun Prince,SF,princta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/princta01.html,28,82,3057,15,0.516,0.138,0.238,4.9,13.7,9.2,13.8,0.8,1.3,8.2,19.2,3.7,2.5,6.2,0.098,0.4,0.4,0.8,2.2,0.45,12.4,0.862,0.228,0.179,0.156,0.298,0.138,0.458,0.618,0.443,0.365,0.395,0.397,0.459,0.051,0.964,0.674,0.453
Inactive,Thabo Sefolosha,SF-SG,sefolth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sefolth01.html,24,66,1453,12.1,0.5,0.244,0.204,4.2,14.9,9.6,11.4,2.7,2.3,14.1,13.8,0.4,1.8,2.2,0.074,-1.8,2.3,0.5,0.9,0.417,11.9,0.789,0.331,0.091,0.103,0.263,0.211,0.464,0.638,0.563,0.333,0.261,0.243,0.609,0.034,1,0.568,0.286
Inactive,Thaddeus Young,PF,youngth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngth01.html,20,75,2580,15.3,0.549,0.171,0.197,6.4,11.1,8.8,5.8,2.1,0.7,10.2,20.5,3,2.5,5.5,0.102,0.8,-0.2,0.5,1.7,0.495,9.7,0.829,0.395,0.196,0.095,0.144,0.171,0.526,0.636,0.441,0.341,0.464,0.341,0.597,0.074,0.929,0.305,0.38
Inactive,Theo Ratliff,C,ratlith01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/ratlith01.html,35,46,579,11.2,0.56,0,0.547,9.4,17.1,13.2,2.2,1.6,6.6,15,7.4,0.5,0.9,1.4,0.115,-2.9,3.9,1,0.4,0.531,3,1,0.641,0.313,0.047,0,0,0.531,0.634,0.3,0.667,0,0,0.529,0.234,0,0,0
Inactive,Thomas Gardner,SG,gardnth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gardnth01.html,23,16,98,1.5,0.318,0.639,0.111,0,8.4,4.2,3.1,2.2,0.8,7.4,19.5,-0.3,0.1,-0.2,-0.12,-7.1,-2.6,-9.7,-0.2,0.25,22.2,0.361,0.056,0.028,0.056,0.222,0.639,0.385,0.5,0,0,0.5,0.174,0.6,0,1,0.217,0.2
