,labels,x,y,Player,Status
459,5,-0.194690638779,-1.38411439439,Rasual Butler,Inactive
460,2,-2.76307605064,0.0347147120494,Raul Neto,Active
461,6,-2.00401490856,0.406327462681,Ray McCallum,Inactive
462,2,-3.03736592484,1.3205049601,Raymond Felton,Active
463,5,0.0150067511088,-2.00411649108,Reggie Bullock,Active
464,7,2.75785355579,0.68209005304,Reggie Evans,Inactive
465,2,-2.78970165438,1.39035875196,Reggie Jackson,Active
466,0,-0.813344899524,-0.578929523078,Reggie Williams,Active
467,5,-0.0523326537031,-0.970908578403,Richard Jefferson,Active
468,1,2.03567356488,0.107739450432,Richaun Holmes,Active
469,8,-0.707300530829,0.716742439474,Ricky Ledo,Inactive
470,9,-3.89812865999,1.92202466837,Ricky Rubio,Active
471,4,0.73152235157,-1.58811050084,Robbie Hummel,Inactive
472,5,0.0585917504185,-1.34481626722,Robert Covington,Active
473,7,1.94228649664,0.83688199393,Robert Sacre,Inactive
474,7,2.45535464962,0.913396571114,Robin Lopez,Active
475,6,-1.5760123913,-0.628922942503,Rodney Hood,Active
476,5,-0.55962743788,-1.41484201139,Rodney McGruder,Active
477,6,-1.98335396104,0.494635928489,Rodney Stuckey,Active
478,6,-1.96050924525,-0.498371133721,Ron Baker,Active
479,8,0.237747029788,-0.020236849283,Rondae Hollis-Jefferson,Active
480,2,-2.69888025338,0.159865841681,Ronnie Price,Active
