,Unnamed: 0,Player,Pos,Player_ID,url,Cluster,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
397,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
398,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
399,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
400,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
401,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
402,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
403,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
404,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
405,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
406,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
407,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
408,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
409,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
410,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
411,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
412,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
413,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
414,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
415,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
416,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
417,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
418,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
419,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
420,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
421,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
422,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
423,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
424,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
425,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
426,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
427,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
428,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
429,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
430,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
431,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
432,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
433,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
434,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
435,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
436,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
437,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
438,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
439,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
440,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
441,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
442,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
443,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
444,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
445,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
446,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
447,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
448,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
449,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
450,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
451,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
452,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
453,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
454,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
455,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
456,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
457,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
458,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
459,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
460,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
461,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
462,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
463,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
464,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
465,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
466,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
467,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
468,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
469,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
470,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
471,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
472,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
473,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
474,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
