,Unnamed: 0,Player,Pos,Player_ID,url,Cluster,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
475,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
476,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
477,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
478,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
479,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
480,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
481,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
482,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
483,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
484,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
485,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
486,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
487,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
488,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
489,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
490,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
491,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
492,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
493,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
494,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
495,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
496,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
497,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
498,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
499,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
500,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
501,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
502,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
503,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
504,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
505,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
506,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
507,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
508,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
509,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
510,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
511,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
512,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
513,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
514,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
515,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
516,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
517,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
518,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
519,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
520,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
521,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
522,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
523,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
524,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
525,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
526,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
527,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
528,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
529,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
530,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
531,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
532,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
533,362,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
534,363,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
535,364,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
536,365,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
537,366,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
538,367,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
539,368,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
540,369,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
541,370,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
542,371,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
543,372,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
544,373,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
545,374,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
546,375,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
547,376,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
548,377,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,1,48.0,3.0,8.8,1.1,2.0,0.573,0.1,0.2,0.3,1.1,1.8,0.605,0.589,0.4,0.7,0.656,0.8,1.7,2.5,0.5,0.3,0.3,0.3,1.3,2.8
549,378,Khris Middleton,SG,middlkh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/middlkh01.html,3,271.0,201.0,30.4,5.0,11.2,0.45,1.4,3.6,0.401,3.6,7.6,0.472,0.513,2.1,2.4,0.872,0.6,3.2,3.8,2.7,1.3,0.2,1.6,2.6,13.6
550,379,Kirk Hinrich,PG,hinriki01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hinriki01.html,0,879.0,665.0,30.7,4.0,9.7,0.411,1.3,3.6,0.375,2.7,6.1,0.432,0.48,1.6,2.0,0.8,0.4,2.6,2.9,4.8,1.1,0.3,1.8,2.8,10.9
551,380,Klay Thompson,SG,thompkl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompkl01.html,2,441.0,404.0,32.7,7.0,15.4,0.453,2.8,6.7,0.42,4.2,8.7,0.478,0.544,2.1,2.4,0.851,0.4,2.9,3.3,2.3,0.9,0.5,1.8,2.3,18.9
552,381,Kobe Bryant,SG,bryanko01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bryanko01.html,3,1346.0,1198.0,36.1,8.7,19.5,0.447,1.4,4.1,0.329,7.3,15.3,0.479,0.482,6.2,7.4,0.837,1.1,4.1,5.2,4.7,1.4,0.5,3.0,2.5,25.0
