,Season,Player,Player_ID,Pos,url,Player_ID1,Games_,Minutes_Played,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
502,Inactive,Ramon Sessions,sessira01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sessira01.html,sessira01,663.0,15727.0,16.0,0.533,0.117,0.484,2.4,10.8,6.5,28.8,1.5,0.3,14.8,22.0,20.5,8.1,28.6,0.087,0.0,-1.8,-1.8,0.8,663.0,15727.0,0.436,9.0,0.883,0.407,0.22,0.106,0.15,0.117,0.452,0.553,0.354,0.364,0.384,0.316,0.374,0.019,96.0,0.77,0.165,0.346,5.0,0.0
503,Active,Randy Foye,foyera01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foyera01.html,foyera01,726.0,18808.0,12.1,0.524,0.443,0.211,1.5,8.5,5.0,17.6,1.4,0.9,13.0,19.8,14.2,8.8,23.0,0.059,0.0,-1.6,-1.3,3.4,726.0,18808.0,0.401,17.1,0.557,0.174,0.105,0.061,0.217,0.443,0.429,0.56,0.336,0.353,0.388,0.367,0.295,0.008,52.0,0.796,0.195,0.39,32.0,0.0
504,Inactive,Randy Foye,foyera01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foyera01.html,foyera01,726.0,18808.0,12.1,0.524,0.443,0.211,1.5,8.5,5.0,17.6,1.4,0.9,13.0,19.8,14.2,8.8,23.0,0.059,0.0,-1.6,-1.3,3.4,726.0,18808.0,0.401,17.1,0.557,0.174,0.105,0.061,0.217,0.443,0.429,0.56,0.336,0.353,0.388,0.367,0.295,0.008,52.0,0.796,0.195,0.39,32.0,0.0
505,Active,Rashad Vaughn,vaughra01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vaughra01.html,vaughra01,94.0,1278.0,5.1,0.414,0.562,0.047,1.1,9.3,5.2,5.4,1.6,1.4,8.7,14.2,-1.4,0.6,-0.8,-0.029,0.0,-1.8,-5.8,-1.2,94.0,1278.0,0.319,17.5,0.438,0.152,0.097,0.075,0.114,0.562,0.335,0.418,0.2,0.185,0.439,0.305,0.774,0.011,2.0,0.952,0.399,0.284,0.0,0.0
506,Active,Raul Neto,netora01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/netora01.html,netora01,110.0,1712.0,10.2,0.53,0.384,0.155,1.2,8.2,4.8,18.2,2.3,0.1,19.1,17.0,0.2,1.9,2.2,0.061,0.0,-0.5,-2.2,-0.1,110.0,1712.0,0.434,14.1,0.616,0.254,0.153,0.103,0.107,0.384,0.466,0.603,0.356,0.347,0.412,0.383,0.241,0.002,1.0,0.814,0.361,0.379,4.0,0.0
507,Active,Raymond Felton,feltora01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/feltora01.html,feltora01,831.0,26642.0,14.0,0.498,0.273,0.229,2.2,9.3,5.7,29.6,2.1,0.6,15.8,20.6,15.5,21.8,37.2,0.067,0.0,-0.6,-0.4,10.6,831.0,26642.0,0.413,13.8,0.727,0.297,0.111,0.063,0.257,0.273,0.444,0.527,0.391,0.364,0.392,0.329,0.237,0.003,24.0,0.769,0.149,0.366,53.0,4.0
508,Active,Reggie Bullock,bullore01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bullore01.html,bullore01,131.0,1386.0,8.8,0.506,0.575,0.104,2.5,13.6,8.1,6.1,1.3,0.6,8.6,13.0,0.5,1.3,1.8,0.063,0.0,-0.6,-2.5,-0.2,131.0,1386.0,0.392,18.4,0.425,0.169,0.054,0.065,0.138,0.575,0.464,0.717,0.263,0.348,0.286,0.338,0.743,0.006,2.0,0.971,0.387,0.456,1.0,0.0
509,Active,Reggie Jackson,jacksre01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jacksre01.html,jacksre01,388.0,9506.0,16.4,0.521,0.272,0.226,2.4,11.3,7.0,29.6,1.5,0.4,14.2,24.5,12.1,8.9,21.0,0.106,0.0,-1.2,0.3,5.5,388.0,9506.0,0.432,12.7,0.728,0.273,0.198,0.115,0.14,0.272,0.474,0.594,0.405,0.434,0.371,0.32,0.122,0.021,81.0,0.529,0.127,0.329,25.0,0.0
510,Active,Reggie Williams,willire02,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willire02.html,willire02,205.0,3720.0,14.3,0.559,0.415,0.205,3.1,12.1,7.5,13.1,1.2,0.3,9.0,18.7,5.6,0.8,6.4,0.082,0.0,-2.8,-1.9,0.1,205.0,3720.0,0.456,15.6,0.585,0.244,0.114,0.073,0.155,0.415,0.521,0.699,0.389,0.389,0.399,0.366,0.506,0.027,35.0,0.93,0.25,0.419,5.0,0.0
511,Active,Richard Jefferson,jefferi01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jefferi01.html,jefferi01,1137.0,33591.0,14.5,0.567,0.246,0.419,3.1,12.9,8.0,12.1,1.2,0.8,11.9,20.1,49.0,33.1,82.1,0.117,0.0,-0.3,0.4,20.0,1137.0,33591.0,0.464,12.7,0.754,0.328,0.095,0.079,0.252,0.246,0.492,0.633,0.353,0.361,0.403,0.376,0.661,0.089,863.0,0.951,0.414,0.418,7.0,0.0
512,Active,Richaun Holmes,holmeri01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holmeri01.html,holmeri01,83.0,1222.0,16.3,0.567,0.172,0.318,9.8,15.0,12.4,8.2,1.5,4.4,11.7,18.0,1.6,1.2,2.9,0.113,0.0,0.9,-0.2,0.5,82.0,1196.0,0.517,7.9,0.827,0.533,0.16,0.073,0.06,0.173,0.575,0.729,0.262,0.321,0.348,0.242,0.751,0.205,76.0,1.0,0.167,0.455,3.0,0.0
513,Inactive,Richaun Holmes,holmeri01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holmeri01.html,holmeri01,83.0,1222.0,16.3,0.567,0.172,0.318,9.8,15.0,12.4,8.2,1.5,4.4,11.7,18.0,1.6,1.2,2.9,0.113,0.0,0.9,-0.2,0.5,82.0,1196.0,0.517,7.9,0.827,0.533,0.16,0.073,0.06,0.173,0.575,0.729,0.262,0.321,0.348,0.242,0.751,0.205,76.0,1.0,0.167,0.455,3.0,0.0
514,Active,Ricky Rubio,rubiori01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rubiori01.html,rubiori01,329.0,10385.0,15.9,0.498,0.252,0.458,2.5,12.8,7.6,38.8,3.5,0.3,21.6,17.8,9.3,11.5,20.8,0.096,0.0,0.7,1.2,8.4,329.0,10385.0,0.371,14.1,0.748,0.281,0.073,0.087,0.307,0.252,0.391,0.478,0.261,0.305,0.366,0.311,0.222,0.0,0.0,0.907,0.228,0.331,4.0,0.0
515,Active,Robert Covington,covinro01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/covinro01.html,covinro01,194.0,5447.0,13.4,0.54,0.619,0.254,4.0,17.4,10.5,8.7,2.7,1.7,14.2,20.8,1.1,6.9,7.9,0.07,0.0,0.4,0.3,3.1,194.0,5447.0,0.389,17.6,0.381,0.219,0.098,0.026,0.037,0.619,0.445,0.58,0.26,0.264,0.267,0.354,0.608,0.017,26.0,0.934,0.145,0.367,5.0,1.0
516,Active,Robin Lopez,lopezro01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lopezro01.html,lopezro01,604.0,13676.0,16.7,0.568,0.001,0.308,12.6,14.6,13.6,4.7,0.6,4.2,11.9,17.0,25.0,12.2,37.2,0.131,0.0,0.7,0.6,8.9,604.0,13676.0,0.528,5.5,0.999,0.479,0.318,0.116,0.086,0.001,0.529,0.649,0.43,0.365,0.442,0.0,0.614,0.1,369.0,0.0,0.4,0.0,1.0,0.0
517,Active,Rodney Hood,hoodro01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hoodro01.html,hoodro01,170.0,4772.0,13.3,0.534,0.461,0.194,1.4,11.3,6.5,13.3,1.4,0.6,9.9,21.5,5.2,4.9,10.1,0.101,0.0,-0.9,-0.1,2.3,169.0,4750.0,0.419,16.4,0.539,0.12,0.186,0.122,0.112,0.461,0.468,0.626,0.426,0.43,0.407,0.362,0.243,0.016,26.0,0.767,0.221,0.371,5.0,0.0
518,Active,Rodney McGruder,mcgruro01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcgruro01.html,mcgruro01,53.0,1390.0,8.8,0.494,0.473,0.165,5.6,8.8,7.2,8.2,1.4,0.6,9.6,12.0,0.7,1.2,2.0,0.068,0.0,0.6,-0.3,0.6,53.0,1390.0,0.397,15.2,0.527,0.213,0.171,0.063,0.076,0.473,0.452,0.672,0.315,0.25,0.292,0.336,0.493,0.032,9.0,1.0,0.577,0.337,1.0,0.0
519,Active,Rodney Stuckey,stuckro01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stuckro01.html,stuckro01,637.0,17659.0,15.1,0.514,0.132,0.372,2.7,9.9,6.2,21.9,1.7,0.4,12.8,23.5,17.7,11.5,29.1,0.079,0.0,-1.3,-1.3,3.1,637.0,17659.0,0.425,10.8,0.868,0.347,0.158,0.133,0.229,0.132,0.444,0.538,0.378,0.396,0.375,0.3,0.343,0.006,35.0,0.799,0.287,0.314,31.0,0.0
520,Inactive,Rodney Stuckey,stuckro01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stuckro01.html,stuckro01,637.0,17659.0,15.1,0.514,0.132,0.372,2.7,9.9,6.2,21.9,1.7,0.4,12.8,23.5,17.7,11.5,29.1,0.079,0.0,-1.3,-1.3,3.1,637.0,17659.0,0.425,10.8,0.868,0.347,0.158,0.133,0.229,0.132,0.444,0.538,0.378,0.396,0.375,0.3,0.343,0.006,35.0,0.799,0.287,0.314,31.0,0.0
521,Active,Ron Baker,bakerro01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bakerro01.html,bakerro01,29.0,330.0,8.4,0.467,0.451,0.242,1.9,11.7,6.8,14.2,2.4,0.7,16.6,15.7,-0.2,0.2,0.0,0.006,0.0,-0.9,-3.9,-0.2,29.0,330.0,0.374,14.9,0.549,0.363,0.066,0.033,0.088,0.451,0.42,0.485,0.167,0.667,0.25,0.317,0.476,0.0,0.0,0.923,0.317,0.308,1.0,0.0
522,Active,Rondae Hollis-Jefferson,holliro01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holliro01.html,holliro01,82.0,1775.0,13.0,0.52,0.134,0.472,5.3,20.8,13.1,12.9,2.5,1.9,16.4,16.5,0.5,1.9,2.4,0.064,0.0,2.0,-0.8,0.5,81.0,1749.0,0.431,8.8,0.867,0.451,0.174,0.118,0.124,0.133,0.462,0.565,0.313,0.389,0.368,0.23,0.484,0.059,24.0,0.857,0.311,0.211,1.0,0.0
523,Active,Ronnie Price,pricero01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pricero01.html,pricero01,532.0,7166.0,9.2,0.47,0.405,0.202,2.8,7.7,5.2,19.3,2.9,0.6,18.2,16.3,-2.4,6.4,4.0,0.027,0.0,-0.5,-2.6,-1.1,532.0,7166.0,0.376,15.8,0.595,0.265,0.059,0.063,0.208,0.405,0.423,0.559,0.267,0.315,0.327,0.306,0.355,0.041,73.0,0.835,0.192,0.375,12.0,0.0
524,Inactive,Ronnie Price,pricero01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pricero01.html,pricero01,532.0,7166.0,9.2,0.47,0.405,0.202,2.8,7.7,5.2,19.3,2.9,0.6,18.2,16.3,-2.4,6.4,4.0,0.027,0.0,-0.5,-2.6,-1.1,532.0,7166.0,0.376,15.8,0.595,0.265,0.059,0.063,0.208,0.405,0.423,0.559,0.267,0.315,0.327,0.306,0.355,0.041,73.0,0.835,0.192,0.375,12.0,0.0
525,Active,Roy Hibbert,hibbero01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hibbero01.html,hibbero01,656.0,16378.0,15.5,0.514,0.004,0.32,10.4,17.8,14.1,9.2,0.8,5.3,13.9,20.4,11.0,24.9,35.9,0.105,0.0,2.4,0.2,9.2,656.0,16378.0,0.465,7.2,0.996,0.324,0.401,0.135,0.136,0.004,0.466,0.578,0.433,0.373,0.388,0.25,0.547,0.071,354.0,1.0,0.375,0.444,2.0,0.0
526,Active,Rudy Gay,gayru01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gayru01.html,gayru01,753.0,26815.0,16.7,0.532,0.198,0.279,4.8,14.5,9.6,11.2,1.9,1.8,12.2,24.8,22.3,25.2,47.5,0.085,0.0,0.1,0.5,16.8,753.0,26815.0,0.452,12.4,0.802,0.258,0.186,0.156,0.201,0.198,0.479,0.626,0.41,0.439,0.384,0.345,0.359,0.091,917.0,0.819,0.205,0.383,34.0,1.0
527,Active,Rudy Gobert,goberru01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/goberru01.html,goberru01,245.0,6434.0,19.9,0.621,0.002,0.76,13.5,28.0,20.9,6.6,1.3,6.4,17.7,14.7,12.8,13.0,25.8,0.192,0.0,4.6,4.3,10.3,245.0,6434.0,0.597,1.9,0.998,0.807,0.174,0.007,0.01,0.002,0.598,0.685,0.233,0.222,0.167,0.0,0.657,0.333,389.0,0.0,0.0,0.0,1.0,0.0
528,Active,Russell Westbrook,westbru01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/westbru01.html,westbru01,644.0,21958.0,23.5,0.531,0.177,0.399,5.7,13.9,9.9,40.8,2.6,0.6,15.6,32.2,47.7,27.5,75.2,0.164,0.0,1.1,6.0,44.1,644.0,21958.0,0.433,11.2,0.823,0.35,0.122,0.167,0.184,0.177,0.46,0.577,0.324,0.396,0.387,0.309,0.19,0.042,410.0,0.467,0.088,0.296,13.0,0.0
529,Active,Ryan Anderson,anderry01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderry01.html,anderry01,540.0,14311.0,17.3,0.56,0.513,0.213,9.0,15.1,12.0,5.8,1.1,1.1,7.9,22.0,30.8,10.7,41.5,0.139,0.0,-2.1,0.9,10.4,540.0,14311.0,0.423,16.6,0.487,0.239,0.08,0.056,0.111,0.513,0.468,0.554,0.362,0.353,0.42,0.381,0.449,0.022,117.0,0.963,0.186,0.392,11.0,0.0
530,Active,Ryan Kelly,kellyry01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kellyry01.html,kellyry01,156.0,3062.0,10.6,0.501,0.379,0.341,2.6,15.2,8.8,10.3,1.3,2.0,9.7,15.4,1.6,1.5,3.1,0.048,0.0,-0.3,-2.1,-0.1,156.0,3062.0,0.38,15.0,0.621,0.19,0.16,0.138,0.133,0.379,0.42,0.61,0.328,0.293,0.393,0.314,0.662,0.037,29.0,0.95,0.223,0.423,2.0,0.0
531,Active,Salah Mejri,mejrisa01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mejrisa01.html,mejrisa01,84.0,1064.0,15.6,0.662,0.018,0.485,11.7,26.7,18.9,2.9,1.6,7.0,20.9,11.1,1.6,2.0,3.6,0.162,0.0,4.2,1.1,0.8,84.0,1064.0,0.655,3.1,0.982,0.788,0.091,0.03,0.073,0.018,0.667,0.738,0.467,0.8,0.083,0.0,0.713,0.339,52.0,0.0,0.0,0.0,0.0,0.0
532,Active,Sam Dekker,dekkesa01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dekkesa01.html,dekkesa01,62.0,1169.0,13.9,0.558,0.438,0.152,7.7,14.0,10.9,8.0,1.4,1.3,8.6,15.7,1.7,1.1,2.9,0.117,0.0,-0.5,-0.4,0.5,62.0,1169.0,0.478,12.8,0.563,0.432,0.098,0.014,0.024,0.438,0.594,0.654,0.333,0.4,0.556,0.329,0.732,0.125,39.0,0.962,0.335,0.444,3.0,0.0
533,Active,Sasha Vujacic,vujacsa01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vujacsa01.html,vujacsa01,568.0,8731.0,11.6,0.525,0.526,0.175,2.6,11.3,7.0,12.5,2.0,0.3,10.0,16.6,8.2,7.9,16.1,0.088,0.0,-1.1,-1.0,2.1,568.0,8731.0,0.393,20.0,0.474,0.105,0.019,0.049,0.3,0.526,0.419,0.511,0.192,0.311,0.419,0.369,0.69,0.003,7.0,0.929,0.244,0.388,16.0,0.0
534,Inactive,Sasha Vujacic,vujacsa01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vujacsa01.html,vujacsa01,568.0,8731.0,11.6,0.525,0.526,0.175,2.6,11.3,7.0,12.5,2.0,0.3,10.0,16.6,8.2,7.9,16.1,0.088,0.0,-1.1,-1.0,2.1,568.0,8731.0,0.393,20.0,0.474,0.105,0.019,0.049,0.3,0.526,0.419,0.511,0.192,0.311,0.419,0.369,0.69,0.003,7.0,0.929,0.244,0.388,16.0,0.0
535,Active,Sean Kilpatrick,kilpase01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kilpase01.html,kilpase01,91.0,2136.0,13.0,0.551,0.422,0.294,1.5,12.6,7.1,12.4,1.2,0.3,13.5,23.6,0.8,0.6,1.4,0.032,0.0,-2.7,-3.5,-0.8,90.0,2117.0,0.427,14.5,0.577,0.268,0.144,0.072,0.092,0.423,0.486,0.601,0.359,0.375,0.427,0.347,0.502,0.011,9.0,0.792,0.261,0.357,3.0,0.0
536,Active,Semaj Christon,chrisse01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/chrisse01.html,chrisse01,40.0,590.0,6.0,0.378,0.266,0.146,2.6,8.0,5.3,21.5,1.2,0.4,14.3,14.1,-0.5,0.4,-0.1,-0.005,0.0,-2.0,-7.2,-0.8,40.0,590.0,0.342,14.0,0.734,0.278,0.158,0.177,0.127,0.266,0.397,0.523,0.32,0.321,0.3,0.19,0.283,0.013,1.0,0.875,0.286,0.167,7.0,1.0
537,Active,Serge Ibaka,ibakase01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ibakase01.html,ibakase01,580.0,16809.0,17.5,0.568,0.13,0.198,9.6,18.6,14.3,3.5,0.8,6.3,10.8,18.0,26.7,24.9,51.6,0.147,0.0,1.6,0.9,12.2,580.0,16809.0,0.519,11.4,0.87,0.294,0.16,0.141,0.275,0.13,0.542,0.711,0.447,0.471,0.452,0.365,0.736,0.115,588.0,0.977,0.344,0.356,0.0,0.0
538,Active,Sergio Rodriguez,rodrise01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rodrise01.html,rodrise01,337.0,4938.0,12.5,0.497,0.357,0.166,2.7,9.1,5.9,35.6,2.2,0.2,22.3,19.5,0.4,3.7,4.1,0.04,0.0,-1.9,-3.1,-1.4,336.0,4921.0,0.412,14.7,0.643,0.266,0.117,0.079,0.18,0.357,0.455,0.533,0.43,0.355,0.4,0.336,0.155,0.0,0.0,0.689,0.182,0.414,13.0,0.0
539,Active,Seth Curry,curryse01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/curryse01.html,curryse01,100.0,2181.0,14.4,0.585,0.467,0.157,1.6,8.9,5.1,15.5,2.0,0.4,11.4,18.4,2.9,1.6,4.5,0.098,0.0,-0.8,0.3,1.3,100.0,2181.0,0.461,17.3,0.533,0.121,0.135,0.08,0.197,0.467,0.491,0.648,0.5,0.483,0.392,0.428,0.284,0.0,0.0,0.772,0.221,0.547,2.0,0.0
540,Active,Shabazz Muhammad,muhamsh01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/muhamsh01.html,muhamsh01,210.0,3878.0,15.9,0.552,0.198,0.347,7.1,11.6,9.3,5.7,0.8,0.4,7.9,22.7,6.5,0.6,7.0,0.087,0.0,-3.9,-3.8,-1.7,210.0,3878.0,0.472,9.7,0.802,0.357,0.247,0.119,0.08,0.198,0.504,0.642,0.434,0.34,0.339,0.345,0.63,0.093,135.0,0.981,0.425,0.429,1.0,0.0
541,Inactive,Shabazz Muhammad,muhamsh01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/muhamsh01.html,muhamsh01,210.0,3878.0,15.9,0.552,0.198,0.347,7.1,11.6,9.3,5.7,0.8,0.4,7.9,22.7,6.5,0.6,7.0,0.087,0.0,-3.9,-3.8,-1.7,210.0,3878.0,0.472,9.7,0.802,0.357,0.247,0.119,0.08,0.198,0.504,0.642,0.434,0.34,0.339,0.345,0.63,0.093,135.0,0.981,0.425,0.429,1.0,0.0
542,Active,Shabazz Napier,napiesh01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/napiesh01.html,napiesh01,139.0,1884.0,10.0,0.497,0.533,0.236,1.8,10.3,6.1,20.9,2.2,0.3,20.2,17.8,-0.6,1.4,0.8,0.021,0.0,-1.4,-3.3,-0.6,139.0,1884.0,0.368,18.5,0.467,0.152,0.064,0.051,0.201,0.533,0.394,0.407,0.265,0.444,0.411,0.345,0.194,0.0,0.0,0.694,0.187,0.321,1.0,0.0
543,Active,Shaun Livingston,livinsh01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/livinsh01.html,livinsh01,674.0,14649.0,12.7,0.529,0.017,0.272,3.3,9.9,6.6,22.8,1.8,1.4,17.9,15.9,11.4,13.8,25.2,0.082,0.0,0.2,-1.5,1.8,674.0,14649.0,0.483,9.7,0.983,0.268,0.201,0.358,0.157,0.017,0.488,0.626,0.433,0.459,0.386,0.188,0.432,0.071,243.0,0.667,0.375,0.292,9.0,0.0
544,Inactive,Shaun Livingston,livinsh01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/livinsh01.html,livinsh01,674.0,14649.0,12.7,0.529,0.017,0.272,3.3,9.9,6.6,22.8,1.8,1.4,17.9,15.9,11.4,13.8,25.2,0.082,0.0,0.2,-1.5,1.8,674.0,14649.0,0.483,9.7,0.983,0.268,0.201,0.358,0.157,0.017,0.488,0.626,0.433,0.459,0.386,0.188,0.432,0.071,243.0,0.667,0.375,0.292,9.0,0.0
545,Active,Sheldon McClellan,mcclesh01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcclesh01.html,mcclesh01,25.0,248.0,9.9,0.492,0.406,0.328,1.9,11.6,6.8,8.0,1.6,0.7,3.9,13.5,0.2,0.2,0.4,0.084,0.0,-0.9,-3.1,-0.1,25.0,248.0,0.375,15.9,0.594,0.203,0.094,0.141,0.156,0.406,0.474,0.462,0.5,0.667,0.3,0.231,0.5,0.0,0.0,0.833,0.385,0.1,0.0,0.0
546,Active,Shelvin Mack,macksh01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/macksh01.html,macksh01,321.0,5559.0,12.4,0.502,0.335,0.158,1.5,10.8,6.2,27.2,1.8,0.1,16.6,19.7,1.7,5.3,6.9,0.06,0.0,-1.3,-2.6,-0.8,321.0,5559.0,0.424,13.9,0.665,0.233,0.18,0.101,0.15,0.335,0.475,0.607,0.405,0.455,0.364,0.323,0.313,0.001,1.0,0.688,0.238,0.349,0.0,0.0
547,Active,Skal Labissiere,labissk01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/labissk01.html,labissk01,9.0,66.0,21.0,0.622,0.0,0.65,15.9,10.6,13.2,7.5,2.3,0.0,13.5,20.3,0.2,0.0,0.2,0.172,0.0,-2.2,-1.2,0.0,9.0,66.0,0.55,7.2,1.0,0.35,0.35,0.15,0.15,0.0,0.55,0.714,0.286,0.667,0.667,0.0,0.364,0.15,3.0,0.0,0.0,0.0,0.0,0.0
548,Active,Solomon Hill,hillso01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillso01.html,hillso01,225.0,5066.0,9.8,0.522,0.403,0.273,3.2,12.4,7.8,10.3,1.5,0.9,13.9,13.7,2.2,5.8,7.9,0.075,0.0,1.0,-0.5,2.0,225.0,5066.0,0.405,13.5,0.597,0.327,0.125,0.077,0.068,0.403,0.452,0.538,0.336,0.391,0.321,0.335,0.376,0.055,53.0,0.975,0.369,0.373,4.0,0.0
549,Active,Spencer Dinwiddie,dinwisp01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dinwisp01.html,dinwisp01,79.0,1319.0,10.8,0.477,0.315,0.353,1.6,10.8,6.2,25.2,1.5,1.0,14.7,17.5,0.5,0.8,1.3,0.047,0.0,-1.2,-3.3,-0.4,79.0,1319.0,0.368,13.4,0.685,0.269,0.179,0.118,0.12,0.315,0.414,0.524,0.3,0.304,0.468,0.268,0.18,0.01,4.0,0.394,0.122,0.467,2.0,0.0
550,Active,Spencer Hawes,hawessp01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hawessp01.html,hawessp01,665.0,15370.0,13.9,0.512,0.189,0.173,7.2,21.3,14.2,13.2,0.9,3.3,14.4,19.5,5.1,17.0,22.1,0.069,0.0,1.1,-0.7,4.9,665.0,15370.0,0.456,11.2,0.811,0.306,0.21,0.121,0.175,0.189,0.481,0.613,0.399,0.397,0.407,0.35,0.666,0.054,249.0,0.989,0.171,0.351,7.0,0.0
551,Inactive,Spencer Hawes,hawessp01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hawessp01.html,hawessp01,665.0,15370.0,13.9,0.512,0.189,0.173,7.2,21.3,14.2,13.2,0.9,3.3,14.4,19.5,5.1,17.0,22.1,0.069,0.0,1.1,-0.7,4.9,665.0,15370.0,0.456,11.2,0.811,0.306,0.21,0.121,0.175,0.189,0.481,0.613,0.399,0.397,0.407,0.35,0.666,0.054,249.0,0.989,0.171,0.351,7.0,0.0
