unique_id,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE
101.3,11,80,92.5,99.6,-7.2,61,1.2,16.9,18.9,63.5,42.8,0.2,48.9,51.2,97.03,46.9
21100.1,11,79,108.2,105.3,2.9,52.9,2,16.8,28.2,76,52.7,0.1,48.9,53.4,96.87,53.3
10.211,22,78,117.7,119.5,-1.8,50,1.65,16.8,25.4,68.3,46.3,0.1,57.8,60.5,91.91,45.9
11000.111,14,78,103.8,98.1,5.7,59.7,1.82,17.8,27.3,76.1,50,0.1,49.7,52.2,98.94,53.9
1201.001,16,78,101.7,86.5,15.2,52.7,1.21,14.6,30.6,77.1,53.5,0.2,48.1,51.5,90.54,59
13000.01,9,78,98,122.1,-24.1,61.4,1.75,17.5,11.1,77.8,39.7,0.1,50.4,53,98.14,33.3
12001.01,17,78,104.3,92.1,12.2,41.7,2.08,12.8,16.9,79.2,48.1,0.1,47.8,51.8,98.22,56
11200.01,19,77,98.8,97.4,1.4,65.1,1.95,19.3,17.1,76.9,44.7,0.1,49.3,52,98.61,49.7
21100.1,15,76,93.9,113.5,-19.7,51.9,0.85,15.1,20.4,81,53,0.2,51.7,55.3,91.98,40.3
2101.001,20,76,132.7,84.7,48.1,59.7,1.59,18.4,43.1,80,62.9,0.2,61.4,66,106.61,76.5
11000.021,26,76,111.6,105,6.5,55.7,1.77,18,26.2,72.3,52,0.1,52.9,57.6,101,55.4
100.211,22,75,123.8,98.8,25,59.4,1.58,18,25,75.4,51.4,0.2,62.6,66.5,100.94,63.6
1102.001,14,75,103.4,109.1,-5.7,62.5,1.4,17.1,31.9,85.9,57.9,0.2,48.1,52.8,95.35,47.3
111.101,11,75,118.1,94.7,23.4,63.5,3.13,20.7,31.4,79.7,56.3,0.1,52.7,56.5,101.08,62.4
100.202,26,74,109.8,101.4,8.4,51.6,1.52,15.3,33.3,70.4,52.1,0.1,49.3,54.2,97.56,54.3
10201.1,10,74,91.3,104.3,-13,69.8,1.48,19.3,10.3,79.4,43.5,0.2,49.6,52,94.82,41.8
10002.11,12,74,103,113.1,-10.2,51.9,1.12,15.3,20,69.5,46.8,0.2,51.8,57.4,93.75,46
12001.01,21,74,101.1,86.9,14.2,62.3,1.5,16.9,13.8,71.8,47.1,0.1,50,55.6,101.53,61.7
11101.1,23,73,106,105.6,0.4,62.7,1.68,16.3,20,80.3,48.1,0.1,48.7,54.8,97.91,52
20110.01,17,73,112.2,100.1,12.2,59,1.64,17.3,29.2,63.3,45.6,0.1,52.7,57.2,95.39,56.6
200.012,9,73,82.6,104.4,-21.8,67.4,1,16.1,20,76.8,49.3,0.2,43.5,47,98.19,36
101.21,14,73,76.6,106.5,-29.9,44.7,0.94,9.9,11.3,67.2,35.5,0.1,35.5,40.8,97.64,23.6
11100.101,25,73,118.2,108.1,10,53.6,1.88,15.8,30,85,55.4,0.1,52.9,57,92.72,52
21101,19,72,108.8,114.3,-5.5,63.6,2.06,17.9,29,78.7,52.3,0.1,49.2,53.2,94.19,46.7
1110.011,22,72,88.5,118.8,-30.3,59.2,1.32,15.2,18.9,68.6,39.2,0.1,41.7,46.8,100,30.6
1201.001,28,72,99,103.5,-4.4,36.2,1.24,10.8,31.3,86,54,0.1,45.3,47,99.57,41.9
10111.01,25,72,100.4,97.9,2.5,79.6,1.87,20.9,16.2,70.6,43.4,0.2,51.2,54.5,96.2,50.2
10101.2,20,71,106.7,108.9,-2.2,62.3,2.38,20,21.3,70.7,45.4,0.1,52.4,54.5,97.13,47
20.111,16,71,106.1,112.9,-6.8,66.7,1.71,17.5,28.2,69.8,47.8,0.1,47.6,53.4,101.01,45.9
10101.2,18,71,93.6,115.4,-21.8,51.2,1.16,11.9,33.3,74.6,51.1,0.1,38.2,44.5,94.6,34
12001.01,4,71,116.3,94.5,21.8,54.1,1.5,17.6,16.7,87.3,56.8,0.2,60.8,63.9,97.19,61.5
1101.011,25,71,103,104.6,-1.6,60.7,2,17.6,28.8,70.8,48.6,0.1,46.2,50,93.65,49.7
11010.011,13,71,118.6,97.3,21.4,64.1,2.05,19.7,28.8,78.4,57.9,0.1,55.9,61.3,102.13,69.8
1001.111,9,71,98.8,101.3,-2.5,57.1,2.91,16.6,26,66.7,44.9,0.1,43.2,46.8,95.37,48.3
11200.001,5,71,118.3,90.5,27.8,63.8,1.95,20.6,21.6,72.3,50,0.1,58.9,63,92.64,65.7
1101.101,8,71,111.6,107.8,3.9,53.3,2,16.9,24.6,74.1,48.7,0.1,51.9,56.2,98.64,50.8
210.011,9,71,108.6,114.1,-5.5,61.9,2.29,21.3,1.7,67.1,37.2,0.1,60.3,61.2,99.83,45.8
10110.011,8,70,100.3,117.6,-17.3,49.1,1.23,16.2,18.9,68.6,47.2,0.2,53.6,55.3,89.85,42.6
1.211,15,70,101.5,121.3,-19.7,61.1,1.38,17.7,18.6,76.5,45.5,0.2,52.2,55.8,98.16,40
210.011,20,70,113.6,95.8,17.8,60,2.25,18.1,28.1,79.7,52.8,0.1,52,56,99.11,59.7
11001.11,15,70,110.2,101.3,8.9,55,1.32,17.3,19.6,81.2,53.6,0.2,57.8,60.9,101.54,55.6
10200.101,23,70,105.2,109.1,-3.9,44,0.76,13.1,35.4,79.2,58.4,0.2,53.8,58,89.52,47.4
11100.011,12,70,98.1,104.5,-6.4,67.3,1.37,18.8,23.8,70.1,47.7,0.2,50,53.5,101.12,44.1
110.021,20,69,95.6,119.8,-24.2,44.9,1.16,12.7,21,75.8,48.4,0.1,44.7,50,95.01,38
10101.11,18,69,108.9,92.4,16.5,68.3,2.53,21.3,16.9,84.1,50,0.1,55.4,56.7,103.59,61.3
100.121,5,69,109.2,104.2,5,53.8,1.27,16.2,25,68.4,50.4,0.2,54.5,58.1,92.58,53.8
,7,69,106.7,104,2.7,51.6,2.2,17.7,26.2,79,52,0.1,51.2,52.6,95.45,50.8
12001.01,19,69,110.8,102.5,8.3,59.2,1.32,14.7,30.3,76.8,54.1,0.1,47.9,56.2,100.01,56.7
11200.001,9,69,116.5,102.3,14.2,58.9,1.74,16.8,37.5,73,55.1,0.1,52.4,56.2,95.61,54.6
21100.01,27,69,111.8,102.8,9,50.9,1.93,15.2,21.5,70.4,48.6,0.1,50.4,55.9,95.09,56.5
10011.011,20,69,114.2,93.6,20.7,63.8,1.61,17.9,41.4,80.3,61.3,0.2,49.6,56.7,98.93,67
11101.1,23,69,94.8,97.8,-3,50,1.29,15.4,16.7,70.4,47.2,0.2,48.7,51.9,93.79,48.9
11010.011,10,68,98.1,93.7,4.4,56.6,1.5,16.2,13.8,73.1,45.6,0.1,49.2,53.4,101.19,56.2
13000.01,7,68,108.7,99.3,9.4,56.9,2.23,15.8,20.6,83.6,50.4,0.1,47.2,54,101.08,54.1
200.021,21,67,108.7,92.1,16.5,49,1.09,14.9,28,81.5,58.3,0.2,52.9,58.4,95.28,61.7
11001.011,5,67,78.1,115.3,-37.2,57.1,1,13.2,37.5,66,49.2,0.2,35,38.2,90.62,26.6
12000.02,10,67,103.9,97.4,6.5,43.9,1.56,14.8,16.7,73.1,46.5,0.1,51.7,54.4,97.76,54.3
11.021,20,67,98.6,77.9,20.6,58.3,1.65,15.3,24.6,77.3,50.4,0.1,41.8,49.3,97.55,69.9
11100.11,29,67,110.1,90.6,19.4,67.9,1.89,16.7,20.3,78.3,47.3,0.1,47.6,56.8,108.08,67
111.101,7,67,89.2,98.5,-9.2,54.3,1.14,13.7,24.6,77,49.2,0.2,42.1,46.3,99.02,42.5
1101.101,16,67,122.8,101.5,21.3,58.6,2.13,19.9,26.5,63.5,45.5,0.1,61.6,62.9,86.33,64.2
1200.011,12,66,114.6,109.3,5.3,59.3,2.91,17.1,34.3,70.6,50,0.1,46.4,52.5,93.25,52.2
11101.1,9,66,113.6,115,-1.4,64.4,1.9,20.9,32.7,89.4,59.6,0.2,55.9,58.2,93.9,48.8
21000.2,11,118,99.4,99.4,0,56,1.56,16.8,28.1,79.2,52.1,0.1,48.9,50.5,98.93,50
11101.1,30,199,119.1,104.8,14.3,52.9,1.7,17.2,29.2,74.1,50.8,0.1,57.7,60,92.89,54.7
111.101,7,82,111.4,92.2,19.2,61.4,2.15,18.5,25.3,85.5,54.1,0.1,51.6,55.4,102.18,60.8
100.211,18,54,96,113.4,-17.4,60,1.09,16.7,28.2,74.5,54.4,0.2,51.2,53.4,94.04,46.5
11001.101,18,300,113.7,104.4,9.3,62.4,1.98,19.2,23.6,72.7,49.3,0.1,56,58.9,100.72,54.7
11100.101,26,196,108.8,104.6,4.1,53.3,1.42,16,29.1,77.6,54.4,0.2,52.5,55.7,100.72,51.8
11000.111,12,181,126.2,97.9,28.3,58,1.87,19.1,30.6,81.4,57.6,0.1,61.7,64.6,99.78,63.9
1100.111,10,69,113.2,89.7,23.5,42.9,1.6,13.5,20.9,88.2,54.8,0.1,53.3,57,100.31,58.6
10200.101,16,62,99.2,127.9,-28.8,73.9,1.7,19.6,17.5,80.4,44,0.2,51,53.3,99.21,34.1
21000.11,8,63,102.1,124.4,-22.3,49.1,2,15.7,29.5,76.6,50,0.1,47.5,49,94.26,37.6
11000.21,14,54,123.9,134.6,-10.8,66.7,2.13,21.4,26.2,53.8,39.5,0.1,59.7,64.8,99.66,46.6
11000.111,6,75,113.2,102.1,11.1,50,1.55,16.1,31.1,74.3,54.2,0.1,55.4,57.7,100.17,58.5
21000.11,8,56,111.2,103.5,7.7,70.6,3,21.7,20.7,62.1,42.7,0.1,53.2,55.6,100.84,55.4
10110.011,30,120,123.3,96,27.3,63.2,2,21.2,29,77,55.3,0.2,62,64.1,97.17,65.9
10110.101,15,103,114.5,105.7,8.8,51.2,1.72,15.8,26.4,78.5,52.7,0.1,53.8,57.5,96.34,50.6
10101.101,12,130,104.3,106.6,-2.2,64.2,1.75,19.3,20.2,75,47.7,0.1,54.3,55.5,98.45,47.5
10111.001,30,584,112.6,98.2,14.4,65.6,1.83,19.9,24.9,76.8,53.1,0.1,55.9,59.2,97.6,61.9
11101.01,17,102,101.5,90.3,11.2,76.3,2.42,22,15.6,74.7,46.6,0.1,50.6,53.6,93.8,59.5
,9,57,96.7,96.9,-0.1,78.4,1.93,19.5,17.3,71.2,44.2,0.1,45.6,51.1,92.82,51.3
111.011,10,62,100.6,114.3,-13.7,48,1.33,13.2,31.1,76.8,53,0.1,44.3,49.9,102.05,45.2
11.102,10,112,100.5,114.3,-13.8,62.9,2.1,19,18.8,72.4,43.8,0.1,48.8,52,102.2,43.8
11.012,9,83,117.3,113.4,3.9,67.1,2.29,22.5,16.2,80.3,48.9,0.1,60.9,63.3,102.39,52.6
1201.001,19,56,95,99.2,-4.2,64.1,1.39,16.7,21.6,77.6,49,0.2,45.9,50.6,91.15,52.4
200.201,14,59,115.3,100.9,14.5,57.1,1.6,15.5,21.2,83.3,52.8,0.1,54.9,59.7,95.9,60.7
,27,376,110.4,102.3,8.1,62.3,1.92,19.4,15.8,76.2,48.1,0.1,55.4,59.3,101.47,55.5
,14,62,109.9,115.6,-5.7,61.7,1.45,18.9,13.6,73.7,47.5,0.2,58.7,62.3,91.62,50.6
10111.01,31,299,110.4,100.2,10.2,65.1,1.78,19.8,17.1,78.2,49,0.1,55.8,59.9,98.99,56.8
1101.101,14,102,124.7,116.7,7.9,64.5,3.16,21.2,24.7,73.1,48.9,0.1,59.2,61.1,94.09,51.7
1101.11,13,54,134,133.4,0.6,70.9,5.57,24.2,23.9,75.6,48.3,0.1,61.3,64.7,96.17,52.7
110.012,23,181,94.2,92,2.2,57.8,1.34,15.9,21.3,86,53.1,0.2,46.1,49.8,99.36,50.7
211.001,4,84,115.6,93.6,22,52.5,2.1,17.4,29.3,72.5,53,0.1,53.1,57.1,101.49,64.8
111.002,33,296,106.2,109.2,-3,58.1,1.89,18.4,26.5,76.2,51,0.1,51.4,54,96.48,49
1101.101,11,96,115.8,112.7,3,63,1.96,20.1,26.3,65.8,45.9,0.1,56.5,59.5,94.61,49.8
1.211,10,66,104.6,107.4,-2.9,57.7,2.31,16.4,24.6,78.3,50.4,0.1,47.2,51.2,98.98,46.5
11200.001,9,78,105.9,105.9,0,54.2,1.19,16.2,31.7,73.4,54.9,0.2,52.4,55.6,88.56,55.6
10200.101,15,147,113.4,90.7,22.7,57.5,1.53,17.8,30.6,80.3,57.8,0.2,54.5,58.3,92.82,64.1
10200.101,13,151,99.2,102.3,-3.1,66.1,1.44,18.6,18.7,83.1,51.8,0.2,51.3,54.7,92.2,51.6
2000.012,5,53,87.4,112.9,-25.5,61.5,1.14,15.4,38.3,74.5,55,0.2,39.6,42.9,100.36,39.3
1100.012,6,60,123.8,108.9,15,64.8,1.75,19.3,42,87,63.5,0.2,55.5,61.4,99.89,57.8
,9,104,114.4,102.1,12.3,59.8,1.62,18.8,21.1,69.1,49.5,0.2,57.1,62.2,101.52,62.2
10111.1,37,368,100.8,106.2,-5.3,63.9,1.36,18.4,15.5,72,45.4,0.2,52.4,56.9,101.15,49.9
10110.11,22,75,130.5,109.9,20.6,51.5,2.19,16.7,21.7,80.4,48.6,0.1,59.9,66.5,100.12,61
11100.02,35,167,111.7,98.4,13.3,68.9,2.12,22.5,17.7,78.9,52.3,0.1,58,60.7,96.65,60.6
1100.201,20,69,98,111.9,-14,52.8,1.27,13.9,26.8,77.6,51.4,0.1,44.8,49.9,104.12,45.6
1101.011,10,95,108,113.9,-5.9,69.5,2.04,21,31.3,69.3,50.9,0.1,52.6,54.6,94.76,49.5
1200.101,14,53,100.1,107.3,-7.2,46.3,1.06,13.8,22.4,76.8,51.4,0.2,51.1,53.5,98.55,44.7
1200.101,14,69,98.9,101.3,-2.4,60,1.5,16.9,16.4,90,51.2,0.1,50.4,53.3,104.88,47.7
10010.021,20,271,112.3,105.3,7,58.8,1.69,18.5,27.6,76.1,53.8,0.1,54,58.3,96.25,56.3
10011.011,35,126,117.3,102.3,15.1,65.5,2.29,20.3,33.9,78.2,56.2,0.1,54.2,58,100.2,61.7
10010.111,41,880,107.5,109.7,-2.3,63.7,1.76,19,25.6,76.6,50.8,0.1,51.7,55.7,96.24,50.1
11000.111,28,159,112.4,118.5,-6.1,53.2,1.56,16.7,35,81.4,54.3,0.1,52.5,55.9,98.15,44.2
1201.001,13,63,120.6,117.5,3.1,58,1.61,18.3,22,78.7,52.3,0.2,59.5,65.2,90.77,53.5
201.101,18,68,103.8,108.8,-5,53.3,1.41,14.4,21.9,83.1,51.2,0.1,47.1,53.1,93.26,51.2
201.101,17,86,118.2,88.3,29.9,54.3,2.11,16.7,25.7,86.7,58.8,0.1,52.4,59.1,94.01,69.9
201.101,10,91,114,83.2,30.8,58.3,2.1,19,18.2,74.7,51,0.1,56.6,59.9,88.26,71.9
10100.111,28,403,110.8,103.7,7.1,62,1.98,18.8,25.1,77.3,50.3,0.1,53.2,56,97.98,50.6
21100.01,17,59,122.3,97,25.3,61.5,2.13,20.5,16.7,77.8,48.3,0.1,62.9,65.7,98.16,62.1
10100.201,23,73,109.3,77.7,31.5,65.6,1.33,19,32.7,74.7,58,0.2,55.2,59.3,102.51,74.9
11200.001,8,70,104,106.4,-2.4,53.4,1.55,17.2,13.1,68.4,39.8,0.1,55.6,56.8,99.25,45.3
10201.1,22,90,110,108.6,1.4,37.1,1.44,10.7,27.1,67.8,46.8,0.1,45.5,52.8,102.2,49.8
11000.111,13,164,122.1,122.1,0,61.8,2.49,20.3,32.5,83.6,55.3,0.1,57.1,59.3,98.26,47.4
10310,13,122,108.2,99.3,8.9,57.3,2.17,18.7,15,74.1,46.3,0.1,54.4,56.5,100.85,53.9
11101.01,8,68,113.2,98.5,14.7,73.8,2.14,21.5,27.3,73.4,50,0.1,54.1,57.8,103.28,55.8
1101.011,28,68,133,115.9,17,81.7,2.64,25.5,35.7,71,55.2,0.1,63.8,67.4,106.93,60.2
11001.02,43,532,120.3,97.1,23.1,77.6,2.4,24.2,23.7,80.8,54.9,0.1,60.5,63.7,103.65,63.8
1001.021,24,126,124.4,92.2,32.1,72.7,3.31,23.8,20.7,80.1,54,0.1,61,63.5,107.25,67.2
1101.02,45,224,122.4,98.4,23.9,70.5,2.25,21.5,19.2,69.3,48.6,0.1,59.1,65.4,107.01,67.8
10301,18,189,106.5,95.9,10.6,59.5,1.96,18.5,16,75.8,46.8,0.1,53.8,56.1,97.77,55.8
11001.11,22,98,110.1,120.6,-10.4,64.8,1.64,17,18,67.4,42.7,0.1,51.2,58.4,99,47.6
11000.111,22,166,119.6,105.1,14.5,69.1,2.41,20.7,25.9,74.6,48.4,0.1,56.6,60,95.55,54.4
11001.11,16,55,120.9,103.4,17.5,66.7,1.88,19.5,17.5,76.5,50.5,0.1,58.3,65.5,102.17,58.7
10100.201,15,55,116.6,106.4,10.2,57.8,2.17,16.1,23.5,81.1,52.9,0.1,53.6,58.3,102.76,59.5
10010.201,21,67,108.9,114.9,-6.1,55.8,1.32,16.3,13.2,81.8,48.1,0.2,57.2,60.9,99.6,45.8
10110.101,27,97,121.3,113,8.4,53,1.69,15.7,26.3,83.3,53.3,0.1,57.2,62.1,100.81,57.3
1000.211,32,231,98.1,98.9,-0.8,46.7,1.31,13.1,16.9,71.8,44.1,0.1,46.7,51.4,97.64,48.1
11000.201,26,74,109.7,102.7,7,53.2,1.83,17.2,11.1,73.2,44,0.1,55.1,59.1,100.72,52.4
20000.21,15,58,102,109.7,-7.6,58.3,1.87,17.8,11.1,83.9,48.2,0.1,51.9,55,102.61,47.2
11000.12,26,77,113.6,109.7,3.9,50,1.42,16.6,26.2,70.9,50.7,0.2,57.4,59.5,98.25,52.5
11000.12,20,107,125.1,114.8,10.3,53.5,1.86,17.8,23.9,68.4,47,0.1,60.3,64.8,101.35,54.7
0.221,13,63,109.5,92.2,17.3,58,1.32,17.5,20,78.8,55,0.2,54.5,61,99.11,62.8
20110.01,14,80,99.1,114.6,-15.5,60.7,1.42,16.8,18.7,68.7,42.3,0.2,49.6,53.3,100.24,42.6
20110.01,18,70,99.1,106,-6.9,71,2,21,18.6,71.4,45,0.1,51.1,52.7,102.1,49.8
10111.01,15,55,88.9,130.1,-41.2,48.8,1.05,14.8,14.9,72.7,38.8,0.2,50,50.2,96.49,28.8
10111.01,11,54,103,108.5,-5.5,60.5,2.36,16.9,22.4,75.6,44.4,0.1,47.1,50.6,102.68,44.2
20110.01,15,61,82.4,109.9,-27.5,65.9,1.93,16.7,14.9,80.8,43.7,0.1,40.4,42.5,96.86,32.3
20110.01,13,56,94.9,113,-18.2,48.9,1.47,14.9,15.4,79.2,46,0.1,47.1,50.4,98.37,40.9
20110.01,19,67,107.1,102,5,69,1.6,19.9,22.6,78.9,49.6,0.2,54.1,57.9,107.23,55
,14,115,104.3,90.3,14,74.5,1.75,21.1,28,77.4,53.4,0.2,52.4,55,97.06,58.3
,12,83,92.5,83.9,8.6,62.1,1.03,15.4,23.3,84.5,56.1,0.2,45.5,51.4,100.79,62
,7,58,88.8,122.3,-33.4,73,1.42,17.9,18.5,73.8,42.7,0.2,44.7,48.2,93.42,33.1
,14,103,103.7,99.7,4,68.2,1.53,19.2,22.6,76.8,50.5,0.2,52.7,56.2,102.64,56.3
10200.011,6,67,96,83.5,12.6,62.5,2,16.1,22.8,79.7,50.3,0.1,43.7,47,99.31,57
,12,81,104.4,106,-1.6,58.7,1.76,17.7,19.7,83.8,53.6,0.1,50,55,92.23,51.4
1101.011,6,79,108.1,124.4,-16.3,63.6,1.5,19.3,18,70.2,43.2,0.2,57.1,60.3,100.14,44.2
1000.022,6,53,100.9,92.5,8.4,54.8,1.64,16.4,19.2,83.7,48.4,0.1,49,52.4,96.56,51.8
10200.2,10,70,109,121.8,-12.8,48,1.71,13.2,13.6,81.1,43.7,0.1,50.8,56.4,100.9,39.8
,5,57,93.7,114.4,-20.7,46.3,0.83,12,18.5,82.6,48,0.2,44.9,52.1,108.31,35.2
101.21,17,69,130.2,109,21.2,46.7,1.65,16,20.4,79,53.2,0.1,62.5,68.6,99.67,58.7
1100.021,13,82,117.2,111.4,5.9,64.1,1.79,20.6,37.1,78.2,58.8,0.2,55.9,59.3,97.76,53.6
1100.021,15,186,120.5,117,3.5,72,2.29,23.1,22.1,77.3,51.3,0.1,61.1,64.1,99.51,52.4
,19,60,109.7,104.5,5.2,51.2,1.91,14.9,21.2,82.5,47.8,0.1,48.9,54.8,87.99,52.6
,20,63,120.5,85,35.5,65.1,1.87,18.3,25,74.6,54.5,0.1,56,63,90.19,77.9
1101.011,7,55,128,102.8,25.3,50,1.86,18,25.6,84.3,58.9,0.1,63.3,66.5,96.48,63.7
11100.011,31,365,106.7,115.5,-8.8,48.8,1.35,15.5,26.7,76.3,50.1,0.2,51.4,55.1,95.52,43.3
1200.011,12,62,102.2,114.1,-11.9,41.7,0.83,12.7,13,71.2,43.9,0.2,54.5,59.3,101.55,42.7
1101.011,23,147,129,102.2,26.8,57.6,2.24,18.4,33.3,70.3,53.4,0.1,57.9,63,95.03,65.1
11100.011,10,108,114.3,98.9,15.4,50,1.64,15.7,31.3,81.6,56.7,0.1,51.6,56.6,97.93,59.6
100.112,6,88,107.3,111,-3.7,35.9,1.22,12.6,26.9,82.7,54.2,0.1,51.9,54.3,94.11,46.7
10111.001,29,108,104.4,101.2,3.2,60,3.18,18.4,31.2,77.7,52.7,0.1,46.4,48.2,91.92,52.6
11101.001,30,391,103.7,111.6,-7.9,54.4,1.96,16.7,26.6,80.2,50.3,0.1,48.9,50.9,97.35,44.5
112.001,46,396,109.2,108.6,0.6,54.1,2.21,18,21.5,77.1,48.8,0.1,53.4,55.4,96.05,49.8
10111.001,30,107,105.3,109.2,-3.9,53.8,1.69,16.6,26,74.3,49.8,0.1,50.5,53.1,96.82,46.9
211.001,18,55,97.9,109.3,-11.4,53.5,2.09,14.9,27.8,83.3,52.1,0.1,43.8,47.3,98.4,46.6
1102.001,33,291,103.3,116.7,-13.4,52.7,1.59,16.4,21.6,84.6,50.1,0.1,51.7,53.3,94.98,41.4
11101.001,15,82,102.2,91.5,10.7,51.4,1.29,16.1,19.7,82.9,51.3,0.2,53.9,55.3,100.02,54.2
10110.011,6,54,88.9,117,-28.2,65.8,0.96,17.3,21.7,84.8,53.3,0.2,50,52.1,96.72,33.4
10100.201,6,66,101.6,100.5,1.2,65.5,2.57,20,15.9,82.5,49.2,0.1,50,52.4,99.31,48.9
10110.101,28,390,106.3,105.5,0.8,59.5,1.82,18.4,31.3,77.3,54.3,0.1,49.3,53.1,96.81,51.4
10110.011,22,93,94.8,105.8,-11.1,64.3,1.41,17.1,31.3,83.3,55.2,0.2,43.5,47.7,97.59,42.6
10100.201,12,133,113,94.6,18.4,40.8,2.04,13.9,26.2,75.9,52.5,0.1,50.6,54.9,97.58,60.6
11100.101,8,96,94.9,101.3,-6.4,64.4,2.24,17.7,26.4,80.2,49.2,0.1,42.7,45.5,94.66,46.3
,15,77,102.1,86.2,15.9,54.8,1.26,17.3,11.9,80.9,53.4,0.2,53.7,58.6,98.29,62.9
2.21,23,73,90.7,93.2,-2.5,67.9,1.24,18.2,21,78.3,51.1,0.2,48,50.8,97.47,48.3
11000.021,8,70,99.2,90.4,8.8,63.3,1.63,17.2,12.9,80.3,48.9,0.1,50,53.8,99.02,55.2
1101.101,10,77,95.8,102.9,-7.2,71.4,1.18,18.1,24.6,68.8,48.3,0.2,48.9,53.4,101.53,45.8
11100.11,21,75,115.2,126.7,-11.4,56.3,1.89,15.8,26.3,63.8,42,0.1,49,56.9,104.31,44.8
11101.01,13,62,125.5,99.5,26,64.9,2.64,20.3,20.7,73,47.9,0.1,59,63.7,103.29,61.8
11100.011,25,295,114.3,106.8,7.5,65.5,2.28,21.3,19,76.9,48.8,0.1,58.1,60,96.7,51.9
10100.111,12,64,116.8,102.4,14.4,81.5,2.59,25.8,13.6,75,46.9,0.1,62.5,64.3,95.65,56.4
20100.11,15,56,107.5,108.5,-0.9,57.1,1.33,17.3,36.4,61.3,50.9,0.2,54.9,56.1,97.16,52.2
10101.11,12,62,101.7,101.5,0.2,58.7,1.13,16.2,25.4,76.3,50.8,0.2,52.9,54.8,98.43,45.9
11001.11,7,65,105.3,98.3,7.1,66,1.59,19.4,12.1,90.3,52.5,0.2,55,59,104.71,53.6
20100.11,22,178,105.5,111.8,-6.3,54.7,1.37,16.8,15.5,77.3,47.2,0.2,54.2,58.2,102.38,46.4
1101.011,18,191,103.9,117.9,-14,52.4,1.51,16.3,23,76.6,49.2,0.1,50.7,54.2,103.55,42.8
1101.101,5,57,101.1,92.6,8.5,57.1,1.12,17.2,20.5,80,54.8,0.2,54.5,58,107.39,57.3
1100.021,27,156,118,115.3,2.7,41.9,1.3,12.6,34.5,72.9,52.7,0.1,50.8,57.8,103.6,51
1100.021,7,115,108,108.3,-0.2,48.5,1.53,15.4,20.2,84.7,50.7,0.1,52.9,56.3,103.5,46.3
1101.011,25,295,105.4,110.4,-5,55.8,1.47,16.1,24.6,77.4,50.3,0.1,49.4,54.6,102.17,46.9
1101.011,32,284,102.8,108.7,-5.9,49.6,1.17,14.4,29.3,74.8,50.6,0.2,49.5,52.9,98.96,45
10200.101,12,124,98.4,115.2,-16.8,57,1.24,16.3,26.7,80.6,52.2,0.2,50.6,52,100.92,38.4
101.201,22,195,108,100.2,7.8,52.8,1.41,15.8,28.9,76.7,54.1,0.1,50.9,55.5,100.79,55.1
11.111,16,62,115.4,119.7,-4.3,66,1.63,18.1,29.4,72.5,51,0.2,52.5,59.6,95.51,50.7
11002.1,24,70,102.8,88,14.7,65.4,1.55,17.8,25.4,79.2,50,0.2,48.8,53.7,96.67,57.6
10.112,9,59,95.3,87,8.3,57.8,1.86,16.6,21.1,75.4,50,0.1,45.3,48.5,97.27,58
10.022,7,63,111.9,113.2,-1.3,47.3,1.73,15.8,26.8,74.6,51.3,0.1,54.5,56,95.81,50
211.001,4,76,115.5,103.4,12.1,49.3,1.55,15.6,36,75.7,55.7,0.1,52.8,56,97.55,55.6
111.002,20,85,102.9,100,2.9,49.2,1.68,14.5,25.6,77.3,51,0.1,48.6,51.1,96.22,52.4
10101.2,24,138,108.7,90,18.7,66.1,2.29,19.9,18.5,81.8,50.4,0.1,54.9,56.2,101.88,60.3
10101.2,18,92,110.4,105.6,4.8,62.8,2.33,19.1,28.6,67.1,46.5,0.1,52.6,53.7,93.67,50.4
101.201,21,85,104.4,110.6,-6.2,62.5,1.67,17.6,27.4,66.7,47.7,0.1,51.4,53.5,96.46,45.1
11102,12,79,102.7,106.3,-3.5,78.6,2.62,23.8,16.2,82.6,49.6,0.1,54.3,54.7,100.98,51.4
11001.11,16,55,121,105.7,15.3,53.7,2.07,19.3,23.1,81.6,55.7,0.1,60.9,63.3,100.65,56.4
111.011,17,56,103.1,127.3,-24.2,58.5,1.2,15.6,36.5,70.5,52.1,0.2,47,52,96.2,35.1
110.021,32,194,119.7,99.7,20,61.5,2.43,20.1,22.5,74.6,49.2,0.1,57.1,60.9,100.92,61.1
111.011,56,1114,112.2,100.7,11.5,62.6,2.03,19.9,22.6,78.2,50.8,0.1,55.4,58.4,99.89,56.3
111.011,29,70,121.4,116.1,5.2,47.2,1.42,17.1,26.9,69,51.2,0.2,62.9,65,104.49,52.2
10110.011,32,383,97.6,101.1,-3.5,57.5,1.32,16.3,22.4,78,50.8,0.2,49.1,52,99.12,48.5
10110.011,18,77,103.9,100.1,3.8,60.6,1.39,19.2,26.7,77.3,54.8,0.2,55.9,57.1,105.22,54.5
10110.011,20,206,94.4,104.6,-10.2,65.6,1.49,18.2,25.6,72.8,48.7,0.2,47.6,49.6,99.69,45.8
10210.001,29,213,107.2,104.6,2.6,62.8,1.74,18.3,24.1,74.7,51.2,0.1,51.6,55.7,98.41,53.7
