,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,unique_id
205,23,73,106.0,105.6,0.4,62.7,1.68,16.3,20.0,80.3,48.1,0.1,48.7,54.8,97.91,52.0,11101.1
206,17,73,112.2,100.1,12.2,59.0,1.64,17.3,29.2,63.3,45.6,0.1,52.7,57.2,95.39,56.6,20110.01
207,9,73,82.6,104.4,-21.8,67.4,1.0,16.1,20.0,76.8,49.3,0.2,43.5,47.0,98.19,36.0,200.012
208,14,73,76.6,106.5,-29.9,44.7,0.94,9.9,11.3,67.2,35.5,0.1,35.5,40.8,97.64,23.6,101.21
209,25,73,118.2,108.1,10.0,53.6,1.88,15.8,30.0,85.0,55.4,0.1,52.9,57.0,92.72,52.0,11100.101
210,19,72,108.8,114.3,-5.5,63.6,2.06,17.9,29.0,78.7,52.3,0.1,49.2,53.2,94.19,46.7,21101.0
211,22,72,88.5,118.8,-30.3,59.2,1.32,15.2,18.9,68.6,39.2,0.1,41.7,46.8,100.0,30.6,1110.011
212,28,72,99.0,103.5,-4.4,36.2,1.24,10.8,31.3,86.0,54.0,0.1,45.3,47.0,99.57,41.9,1201.001
213,25,72,100.4,97.9,2.5,79.6,1.87,20.9,16.2,70.6,43.4,0.2,51.2,54.5,96.2,50.2,10111.01
214,20,71,106.7,108.9,-2.2,62.3,2.38,20.0,21.3,70.7,45.4,0.1,52.4,54.5,97.13,47.0,10101.2
215,16,71,106.1,112.9,-6.8,66.7,1.71,17.5,28.2,69.8,47.8,0.1,47.6,53.4,101.01,45.9,20.111
216,18,71,93.6,115.4,-21.8,51.2,1.16,11.9,33.3,74.6,51.1,0.1,38.2,44.5,94.6,34.0,10101.2
217,4,71,116.3,94.5,21.8,54.1,1.5,17.6,16.7,87.3,56.8,0.2,60.8,63.9,97.19,61.5,12001.01
218,25,71,103.0,104.6,-1.6,60.7,2.0,17.6,28.8,70.8,48.6,0.1,46.2,50.0,93.65,49.7,1101.011
219,13,71,118.6,97.3,21.4,64.1,2.05,19.7,28.8,78.4,57.9,0.1,55.9,61.3,102.13,69.8,11010.011
220,9,71,98.8,101.3,-2.5,57.1,2.91,16.6,26.0,66.7,44.9,0.1,43.2,46.8,95.37,48.3,1001.111
221,5,71,118.3,90.5,27.8,63.8,1.95,20.6,21.6,72.3,50.0,0.1,58.9,63.0,92.64,65.7,11200.001
222,8,71,111.6,107.8,3.9,53.3,2.0,16.9,24.6,74.1,48.7,0.1,51.9,56.2,98.64,50.8,1101.101
223,9,71,108.6,114.1,-5.5,61.9,2.29,21.3,1.7,67.1,37.2,0.1,60.3,61.2,99.83,45.8,210.011
224,8,70,100.3,117.6,-17.3,49.1,1.23,16.2,18.9,68.6,47.2,0.2,53.6,55.3,89.85,42.6,10110.011
225,15,70,101.5,121.3,-19.7,61.1,1.38,17.7,18.6,76.5,45.5,0.2,52.2,55.8,98.16,40.0,1.211
226,20,70,113.6,95.8,17.8,60.0,2.25,18.1,28.1,79.7,52.8,0.1,52.0,56.0,99.11,59.7,210.011
227,15,70,110.2,101.3,8.9,55.0,1.32,17.3,19.6,81.2,53.6,0.2,57.8,60.9,101.54,55.6,11001.11
228,23,70,105.2,109.1,-3.9,44.0,0.76,13.1,35.4,79.2,58.4,0.2,53.8,58.0,89.52,47.4,10200.101
229,12,70,98.1,104.5,-6.4,67.3,1.37,18.8,23.8,70.1,47.7,0.2,50.0,53.5,101.12,44.1,11100.011
230,20,69,95.6,119.8,-24.2,44.9,1.16,12.7,21.0,75.8,48.4,0.1,44.7,50.0,95.01,38.0,110.021
231,18,69,108.9,92.4,16.5,68.3,2.53,21.3,16.9,84.1,50.0,0.1,55.4,56.7,103.59,61.3,10101.11
232,5,69,109.2,104.2,5.0,53.8,1.27,16.2,25.0,68.4,50.4,0.2,54.5,58.1,92.58,53.8,100.121
233,7,69,106.7,104.0,2.7,51.6,2.2,17.7,26.2,79.0,52.0,0.1,51.2,52.6,95.45,50.8,
234,19,69,110.8,102.5,8.3,59.2,1.32,14.7,30.3,76.8,54.1,0.1,47.9,56.2,100.01,56.7,12001.01
235,9,69,116.5,102.3,14.2,58.9,1.74,16.8,37.5,73.0,55.1,0.1,52.4,56.2,95.61,54.6,11200.001
236,27,69,111.8,102.8,9.0,50.9,1.93,15.2,21.5,70.4,48.6,0.1,50.4,55.9,95.09,56.5,21100.01
237,20,69,114.2,93.6,20.7,63.8,1.61,17.9,41.4,80.3,61.3,0.2,49.6,56.7,98.93,67.0,10011.011
238,23,69,94.8,97.8,-3.0,50.0,1.29,15.4,16.7,70.4,47.2,0.2,48.7,51.9,93.79,48.9,11101.1
239,10,68,98.1,93.7,4.4,56.6,1.5,16.2,13.8,73.1,45.6,0.1,49.2,53.4,101.19,56.2,11010.011
240,7,68,108.7,99.3,9.4,56.9,2.23,15.8,20.6,83.6,50.4,0.1,47.2,54.0,101.08,54.1,13000.01
241,21,67,108.7,92.1,16.5,49.0,1.09,14.9,28.0,81.5,58.3,0.2,52.9,58.4,95.28,61.7,200.021
242,5,67,78.1,115.3,-37.2,57.1,1.0,13.2,37.5,66.0,49.2,0.2,35.0,38.2,90.62,26.6,11001.011
243,10,67,103.9,97.4,6.5,43.9,1.56,14.8,16.7,73.1,46.5,0.1,51.7,54.4,97.76,54.3,12000.02
244,20,67,98.6,77.9,20.6,58.3,1.65,15.3,24.6,77.3,50.4,0.1,41.8,49.3,97.55,69.9,11.021
245,29,67,110.1,90.6,19.4,67.9,1.89,16.7,20.3,78.3,47.3,0.1,47.6,56.8,108.08,67.0,11100.11
246,7,67,89.2,98.5,-9.2,54.3,1.14,13.7,24.6,77.0,49.2,0.2,42.1,46.3,99.02,42.5,111.101
247,16,67,122.8,101.5,21.3,58.6,2.13,19.9,26.5,63.5,45.5,0.1,61.6,62.9,86.33,64.2,1101.101
248,12,66,114.6,109.3,5.3,59.3,2.91,17.1,34.3,70.6,50.0,0.1,46.4,52.5,93.25,52.2,1200.011
249,9,66,113.6,115.0,-1.4,64.4,1.9,20.9,32.7,89.4,59.6,0.2,55.9,58.2,93.9,48.8,11101.1
