,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,unique_id
25,44,266,114.2,102.3,11.9,58.9,1.94,19.0,25.6,78.6,53.4,0.1,55.5,58.8,94.66,57.0,1002.011
26,25,265,97.0,101.6,-4.6,65.5,1.78,18.4,23.1,79.5,51.2,0.1,47.1,50.0,97.05,48.6,110.012
27,29,265,116.8,93.2,23.6,62.2,2.46,21.2,21.9,74.9,50.8,0.1,56.9,60.1,96.84,62.2,11001.011
28,24,260,96.0,110.5,-14.6,60.5,1.53,17.6,22.9,73.2,48.3,0.2,47.0,50.4,92.3,44.1,10100.201
29,22,257,107.2,104.2,3.0,72.2,2.07,21.2,25.9,76.1,51.8,0.1,51.7,55.7,95.07,52.8,11001.101
30,23,256,109.9,101.0,8.9,51.9,2.06,16.6,26.8,78.6,52.3,0.1,49.9,53.9,92.9,53.5,10101.11
31,24,254,102.9,97.5,5.4,58.2,1.42,16.9,31.6,77.6,54.2,0.2,49.6,52.0,96.88,51.2,11100.011
32,21,254,116.4,103.6,12.9,64.0,2.53,20.4,24.8,76.8,50.7,0.1,54.7,58.3,96.34,57.5,1001.111
33,23,249,109.8,96.4,13.4,61.1,1.54,18.3,31.3,81.9,57.6,0.2,52.7,57.0,97.86,57.7,1000.022
34,44,245,119.1,109.6,9.5,64.1,2.02,18.7,23.8,78.4,51.9,0.1,55.0,61.4,95.4,56.2,10110.101
35,20,242,96.6,89.1,7.5,69.2,1.47,19.0,22.9,77.9,50.6,0.2,48.4,52.1,97.76,59.5,10210.001
36,26,237,107.1,102.9,4.2,54.3,1.37,18.1,21.0,71.0,48.6,0.2,56.7,59.2,96.47,53.6,12002.0
37,39,229,114.6,96.8,17.7,54.6,1.84,16.9,27.4,71.2,49.2,0.1,54.1,57.8,93.67,59.2,10011.2
38,45,225,118.9,104.9,14.0,55.5,2.36,17.6,27.3,72.7,50.6,0.1,54.4,58.4,95.45,58.3,10011.101
39,21,211,98.9,108.0,-9.0,54.3,1.38,16.7,14.8,78.2,45.8,0.2,51.7,54.3,94.38,43.0,102.101
40,20,210,108.4,97.0,11.4,61.7,1.8,19.0,32.0,81.4,56.9,0.1,51.5,54.5,91.94,57.3,20001.2
41,16,201,100.8,100.9,-0.1,61.2,1.53,18.0,27.6,84.6,54.8,0.2,49.6,52.1,97.36,49.3,20100.11
42,36,201,117.5,98.4,19.1,65.8,2.47,21.4,23.9,72.2,48.4,0.1,57.2,59.8,105.16,59.3,1001.021
43,17,199,113.3,100.7,12.6,69.0,2.23,21.5,22.2,76.4,51.6,0.1,57.4,59.2,95.85,56.3,10111.001
44,20,190,100.3,104.6,-4.3,61.3,1.74,17.4,24.2,71.7,47.1,0.1,47.6,50.9,93.06,47.4,11100.011
45,31,187,97.4,96.9,0.5,59.5,1.07,15.8,31.1,81.9,56.2,0.2,48.1,51.5,89.89,49.5,10200.101
46,16,185,96.4,107.0,-10.6,66.0,1.7,18.0,29.9,72.3,49.5,0.1,45.4,47.8,99.02,43.3,1101.011
47,50,181,122.6,94.3,28.3,61.9,2.04,19.5,29.2,74.3,51.8,0.1,57.6,61.5,101.13,62.6,1101.011
48,17,180,97.2,103.6,-6.4,60.4,1.58,18.0,30.6,75.0,51.8,0.2,46.5,49.3,95.19,47.0,11.102
49,14,179,105.7,102.2,3.6,57.1,1.65,18.4,18.5,77.2,47.8,0.1,53.2,56.8,92.84,51.9,20000.12
50,16,179,108.1,110.0,-1.9,49.3,2.03,15.9,27.4,73.4,50.5,0.1,49.8,53.0,91.95,50.8,11000.111
51,20,178,106.3,110.9,-4.6,57.3,1.48,18.4,26.5,80.1,53.8,0.2,54.0,56.8,91.55,50.8,21100.01
52,19,174,102.0,98.7,3.3,61.2,1.26,16.8,29.7,79.7,52.8,0.2,49.7,53.8,98.39,49.8,10000.211
53,18,173,126.5,112.1,14.3,65.6,2.74,22.8,26.3,75.2,51.5,0.1,63.1,64.0,90.33,54.1,1101.011
54,13,171,109.8,98.5,11.3,62.3,2.33,19.4,27.1,79.3,52.8,0.1,51.1,54.4,94.77,55.8,20100.2
55,27,163,102.8,97.6,5.2,53.2,1.24,14.9,30.1,75.2,51.9,0.2,47.6,52.2,97.74,52.7,12001.01
56,19,161,108.7,105.7,3.0,61.8,2.24,19.5,24.8,78.4,49.7,0.1,52.3,54.7,101.83,50.7,10111.01
57,16,161,103.4,92.6,10.8,64.7,1.88,19.0,27.9,80.7,55.2,0.1,50.0,52.0,87.9,58.0,10200.101
58,9,159,109.9,104.0,5.9,63.7,2.97,20.3,24.7,71.8,47.3,0.1,51.7,53.3,90.38,52.1,111.011
59,14,157,106.8,105.9,0.9,58.4,1.46,17.5,23.5,70.1,46.7,0.2,52.6,56.6,96.02,50.0,10010.21
60,39,156,97.4,105.1,-7.8,73.6,1.88,19.5,13.3,77.4,45.6,0.1,48.4,52.9,96.68,46.0,1001.111
61,22,155,93.3,102.1,-8.8,58.5,2.03,17.1,15.9,84.3,47.8,0.1,44.6,48.4,96.37,43.6,21100.1
62,16,153,98.4,107.9,-9.5,58.2,1.37,17.6,21.6,76.0,47.9,0.2,51.6,53.3,95.0,44.0,112.001
63,19,152,101.0,86.0,14.9,59.1,1.76,16.3,29.7,67.3,48.4,0.1,45.7,49.0,93.67,58.9,11002.01
64,14,152,95.3,102.3,-7.1,64.7,2.2,19.7,15.2,72.1,43.4,0.1,47.9,50.0,93.63,47.5,11.102
65,16,151,101.0,118.5,-17.5,66.4,1.72,19.4,28.3,64.7,45.7,0.2,48.9,52.4,95.71,42.3,10002.11
66,11,149,98.1,106.0,-7.9,65.4,1.94,18.0,22.4,81.9,51.6,0.1,46.2,49.7,94.26,43.0,11100.011
67,12,146,101.2,110.3,-9.1,66.4,1.83,19.1,26.7,75.8,50.2,0.1,49.0,51.5,91.74,46.3,11100.011
68,10,146,90.6,90.3,0.2,68.4,1.16,17.0,32.3,80.8,58.2,0.2,43.2,48.1,94.53,53.8,11101.001
69,18,146,96.0,105.1,-9.2,55.4,1.06,15.6,31.1,72.4,51.8,0.2,47.8,50.9,88.8,40.9,1110.002
70,10,146,106.7,104.1,2.6,68.5,2.3,21.3,20.8,82.9,53.0,0.1,51.9,55.3,96.08,52.6,21101.0
71,16,145,106.3,98.5,7.8,62.7,1.91,20.5,17.1,77.8,51.4,0.1,56.1,57.9,101.27,54.6,10110.011
72,10,145,90.8,104.3,-13.5,56.9,1.35,15.1,26.3,71.2,47.1,0.1,42.6,46.5,95.14,41.9,10101.11
73,21,142,97.9,99.6,-1.7,58.7,1.24,16.6,18.6,74.8,49.0,0.2,50.2,54.1,96.34,49.0,20100.2
74,21,141,107.9,98.9,9.0,52.5,1.75,17.3,13.0,82.2,49.6,0.1,55.3,58.3,96.14,53.8,1002.011
75,10,139,110.7,111.0,-0.3,64.5,2.73,19.9,18.6,70.8,44.7,0.1,53.1,56.4,91.36,50.8,11001.11
76,32,138,118.4,107.4,11.0,58.2,2.03,18.5,27.9,75.4,50.8,0.1,55.1,59.4,97.62,56.5,1001.111
77,17,138,97.5,119.0,-21.6,56.2,1.69,16.1,23.1,70.2,44.0,0.1,46.0,49.1,94.33,38.8,12.101
78,15,137,99.1,106.1,-7.0,60.0,1.31,16.7,28.9,68.6,48.5,0.2,47.0,52.0,99.98,44.7,101.111
79,21,137,94.9,102.4,-7.5,55.4,2.43,16.6,11.2,82.8,44.4,0.1,46.0,48.9,92.72,44.0,12100.1
80,20,135,103.7,115.8,-12.0,56.8,2.1,16.7,26.1,68.8,45.2,0.1,46.9,50.8,98.25,42.9,10001.12
81,11,135,102.4,101.1,1.3,48.5,1.25,14.7,28.4,78.9,56.0,0.2,49.6,53.4,92.76,51.9,11100.011
82,14,133,111.0,114.2,-3.3,52.2,1.5,17.1,25.0,70.8,48.7,0.2,55.7,58.1,95.32,47.6,1002.011
83,7,132,101.9,90.5,11.4,53.4,1.57,15.8,33.6,90.4,60.8,0.1,46.7,49.6,91.79,53.0,100.112
84,20,132,109.3,102.3,7.0,52.4,1.67,16.0,23.9,72.8,51.0,0.1,51.8,56.2,95.74,54.1,22100.0
85,8,132,106.8,108.0,-1.2,56.5,1.84,18.2,22.7,78.3,47.9,0.1,53.5,55.1,104.07,46.6,111.101
86,24,132,120.0,103.6,16.4,49.0,2.08,15.4,28.1,67.3,46.5,0.1,54.1,57.6,90.02,52.5,10111.1
87,15,131,105.1,99.0,6.1,52.0,1.39,15.2,28.4,76.7,54.2,0.1,48.4,53.6,96.96,52.1,1000.022
88,19,131,106.3,109.5,-3.2,67.0,2.28,21.1,35.8,72.4,53.7,0.1,49.3,51.6,87.3,50.3,
89,13,130,94.9,96.5,-1.6,57.0,1.63,16.7,20.7,80.9,50.0,0.1,45.6,49.3,94.19,51.4,11002.01
90,26,128,104.7,89.8,14.9,55.2,1.07,16.9,29.6,77.9,56.4,0.2,54.6,58.0,94.33,62.6,11200.001
91,16,127,107.5,100.4,7.1,54.4,1.93,17.2,17.9,77.4,48.0,0.1,52.8,55.8,96.35,51.6,21200.0
92,43,127,124.4,97.0,27.4,69.0,3.35,22.3,22.7,71.8,48.0,0.1,58.7,62.4,104.18,68.0,1101.011
93,14,126,101.6,98.4,3.2,65.0,1.63,18.8,27.2,74.2,52.1,0.2,49.5,52.8,96.07,56.3,21100.01
94,19,125,99.2,111.2,-12.0,57.3,1.67,16.1,32.0,73.9,51.7,0.1,45.2,48.2,93.59,42.1,10110.011
95,8,125,107.8,97.7,10.1,59.4,1.75,18.1,26.2,77.4,52.7,0.1,51.1,55.7,97.26,55.8,111.011
96,18,124,111.2,98.3,12.9,65.7,1.97,20.6,30.2,69.0,50.2,0.1,53.7,56.5,95.27,60.5,101.111
97,14,124,97.1,99.1,-2.0,67.8,1.55,18.4,23.9,81.7,52.8,0.2,48.5,51.2,90.75,51.2,10001.21
98,15,124,88.7,94.8,-6.1,51.2,1.0,12.5,26.5,71.7,50.2,0.2,39.8,45.6,100.88,46.3,12100.001
99,28,123,98.3,115.3,-17.0,57.3,1.72,16.5,25.0,78.7,48.6,0.1,46.6,49.5,96.39,42.0,21200.0
100,22,123,110.6,94.8,15.8,58.4,1.69,17.9,23.8,79.5,53.7,0.1,53.4,57.6,96.3,60.0,10000.211
101,16,122,95.0,94.1,0.8,62.8,1.97,18.3,20.9,71.8,45.8,0.1,44.9,48.7,97.41,51.9,1001.012
102,14,122,108.8,93.2,15.6,59.2,1.71,17.9,17.3,76.5,48.4,0.1,53.7,58.2,98.52,59.2,11.111
103,13,121,97.4,103.4,-6.0,72.1,2.14,19.4,26.3,70.9,47.8,0.1,45.6,48.3,89.39,49.3,11100.011
104,14,121,111.4,101.9,9.6,61.1,2.0,19.4,23.4,78.1,50.0,0.1,54.3,57.3,98.26,54.7,11200.001
105,10,121,106.8,107.5,-0.6,61.6,1.49,19.1,25.3,70.3,50.0,0.2,54.3,57.9,92.43,50.8,21000.11
106,29,120,106.6,95.6,11.0,59.6,2.07,17.2,12.4,76.0,41.6,0.1,52.6,56.1,101.15,56.7,10011.02
107,28,120,96.4,110.3,-13.9,79.8,2.22,22.1,12.3,62.2,38.7,0.1,49.5,52.4,93.64,44.6,10111.01
108,12,119,87.1,108.4,-21.3,56.4,1.42,15.3,19.8,76.0,45.8,0.1,42.4,45.2,89.45,33.8,1101.011
109,10,119,95.8,105.3,-9.5,61.9,1.49,16.3,23.9,73.3,47.6,0.1,44.5,49.8,96.61,45.3,11100.011
110,10,118,96.7,102.2,-5.4,66.7,1.33,18.7,20.9,77.0,50.3,0.2,49.2,53.9,92.79,50.3,11000.111
111,11,118,82.6,100.8,-18.2,47.4,1.2,13.0,16.8,75.5,43.5,0.1,41.5,43.5,91.57,34.9,2100.011
112,12,118,98.2,105.3,-7.1,45.9,1.05,12.9,33.6,78.0,53.9,0.2,45.5,48.4,90.89,40.3,11101.001
113,15,118,109.7,105.7,4.1,52.9,1.93,16.6,35.1,68.2,52.9,0.1,49.1,52.4,94.71,53.7,1100.102
114,9,117,104.8,110.0,-5.2,53.5,1.74,16.9,32.4,75.8,53.1,0.1,50.2,51.5,94.51,46.4,11100.011
115,11,117,102.9,99.3,3.6,54.4,1.6,17.6,26.0,81.0,55.6,0.1,51.7,53.5,96.29,54.2,1100.012
116,13,117,104.0,102.1,1.9,65.6,2.35,18.4,31.3,81.3,52.1,0.1,44.7,50.1,96.42,50.5,21101.0
117,12,117,112.6,93.3,19.3,64.1,3.0,21.2,15.3,87.6,52.7,0.1,55.2,58.1,94.14,62.0,12101.0
118,9,116,99.5,108.0,-8.5,63.8,1.67,19.3,21.4,76.0,49.5,0.2,50.7,53.2,95.22,46.4,1100.012
119,16,116,98.0,95.9,2.1,51.5,1.63,16.6,18.3,86.7,52.6,0.1,49.1,51.8,99.38,50.3,12101.0
120,8,115,97.7,104.2,-6.5,52.4,1.34,14.9,24.8,73.5,48.3,0.1,46.1,50.0,91.49,43.6,1000.022
121,7,114,112.7,115.3,-2.6,55.9,2.17,17.5,26.5,81.6,51.9,0.1,52.0,55.6,91.61,46.4,1000.121
122,20,114,112.1,114.5,-2.4,55.4,1.65,17.0,28.3,78.1,52.0,0.1,53.6,57.0,100.84,47.1,111.101
123,11,113,98.2,107.0,-8.8,51.9,1.02,14.7,27.0,70.3,48.9,0.2,48.9,53.2,94.13,42.1,11000.021
124,26,112,123.5,95.3,28.2,55.0,2.62,17.8,33.3,83.1,58.5,0.1,54.2,59.6,95.87,64.5,11001.101
125,22,109,114.5,87.9,26.7,49.4,1.35,15.7,29.5,82.8,59.3,0.2,54.8,59.6,90.16,64.6,21000.02
126,9,107,99.8,100.5,-0.6,52.2,1.04,16.0,22.8,77.3,52.5,0.2,52.7,55.8,101.51,51.4,1001.111
127,38,107,97.0,90.3,6.6,59.7,1.08,15.3,31.0,79.6,55.1,0.2,46.5,50.7,91.75,54.1,10200.101
128,12,107,86.0,111.2,-25.1,58.1,1.3,15.6,20.2,83.1,49.7,0.2,43.5,46.0,95.41,36.2,12001.1
129,15,106,118.5,115.3,3.1,54.7,2.26,17.5,28.7,66.3,46.0,0.1,53.8,57.6,97.46,50.1,10101.2
130,7,106,105.0,120.0,-15.0,54.4,1.95,16.0,27.7,72.6,48.9,0.1,48.1,51.4,89.95,39.4,10100.111
131,9,105,110.6,106.5,4.1,38.9,1.17,12.2,40.8,77.0,57.4,0.1,49.5,52.3,95.32,50.8,11000.111
132,13,104,113.7,105.1,8.6,70.2,2.13,23.0,17.3,75.6,49.1,0.1,60.2,62.2,95.11,56.4,20010.02
133,8,104,108.7,107.3,1.4,62.7,1.93,18.6,32.9,77.0,55.2,0.1,49.4,54.1,92.48,52.6,11002.01
134,37,102,113.6,91.9,21.8,50.0,1.24,14.4,24.0,71.3,50.5,0.2,53.9,59.7,108.55,65.1,1101.02
135,12,102,93.9,101.5,-7.6,76.1,1.26,19.0,22.1,72.4,46.2,0.2,49.4,52.5,99.03,43.4,11001.02
136,13,102,100.0,102.6,-2.7,69.3,2.0,20.5,15.2,74.7,46.4,0.1,51.2,54.0,90.52,49.6,210.002
137,9,101,90.8,110.5,-19.7,56.6,1.79,16.7,10.6,77.9,42.8,0.1,46.0,48.7,97.12,38.3,20100.11
138,10,100,100.1,107.5,-7.4,42.7,1.15,14.1,30.2,87.2,57.3,0.2,51.1,51.8,97.75,43.0,11000.111
139,30,100,110.8,115.2,-4.3,61.3,1.88,18.0,22.2,71.8,44.1,0.1,52.9,57.1,98.96,45.0,10001.21
140,8,99,87.7,97.2,-9.5,60.6,1.59,15.9,26.2,78.0,49.2,0.1,40.9,43.8,97.59,42.7,101.111
141,10,99,94.7,93.4,1.3,70.7,1.56,19.2,30.8,70.7,50.8,0.2,46.0,48.8,93.13,53.2,10102.1
142,14,99,102.1,93.7,8.4,51.3,1.6,15.2,26.5,75.7,51.7,0.1,47.5,50.8,97.91,51.8,1001.021
143,20,99,115.2,106.0,9.2,62.2,2.68,19.4,22.8,74.2,50.6,0.1,53.6,57.9,93.45,58.3,21100.01
144,9,99,95.2,103.6,-8.4,72.9,1.27,18.6,20.0,77.5,48.6,0.2,50.0,53.3,99.8,46.4,11001.02
145,9,98,93.8,107.9,-14.1,48.7,1.03,14.0,35.8,75.9,54.9,0.2,45.9,47.4,93.01,40.8,11100.011
146,16,96,102.3,96.8,5.5,60.6,2.05,16.8,29.0,71.9,50.0,0.1,44.6,49.6,92.31,54.2,21200.0
147,27,95,104.8,110.3,-5.5,64.1,1.43,19.1,29.3,69.4,49.7,0.2,52.2,55.7,95.41,48.2,12000.011
148,9,95,101.5,107.0,-5.5,53.9,1.32,16.8,21.5,79.5,50.3,0.2,52.3,54.9,96.2,46.5,21000.02
149,29,94,97.3,96.2,1.1,58.3,0.95,14.2,28.0,78.3,53.3,0.2,46.0,52.6,95.08,51.8,10200.101
150,9,94,100.9,107.8,-6.9,62.2,1.84,17.9,26.7,72.6,49.4,0.1,47.6,51.0,95.48,48.0,100.112
151,12,93,95.9,114.5,-18.6,59.1,1.08,15.6,27.9,67.1,45.9,0.2,47.8,51.3,95.75,36.9,1.211
152,24,93,97.3,99.6,-2.2,67.7,1.57,17.7,22.4,67.1,43.9,0.2,45.0,51.1,99.51,47.6,1200.011
153,22,90,101.4,93.2,8.2,69.0,1.75,19.6,26.0,80.6,55.9,0.2,49.0,53.0,96.91,58.3,21100.01
154,13,90,86.5,104.9,-18.4,48.5,1.1,13.6,22.6,82.4,49.1,0.2,43.9,45.2,97.41,34.9,10101.11
155,9,90,99.1,101.4,-2.3,62.3,2.09,19.3,22.8,73.6,49.4,0.1,48.2,50.9,97.43,49.7,10100.111
156,17,89,95.7,107.4,-11.7,59.0,2.12,16.6,19.1,76.5,43.9,0.1,44.9,47.9,88.83,39.9,10100.201
157,19,88,118.9,109.0,9.9,60.3,1.81,20.2,26.1,74.3,51.0,0.2,59.5,62.5,92.68,53.1,20010.02
158,10,87,103.0,90.0,13.1,55.0,2.36,14.9,27.2,81.0,52.0,0.1,42.2,48.3,92.03,57.1,21000.02
159,13,87,97.9,98.3,-0.5,57.7,1.64,16.1,30.1,80.0,53.8,0.1,44.7,48.9,100.47,53.1,10000.121
160,8,87,105.5,113.4,-7.9,56.8,1.45,16.7,31.6,79.3,55.9,0.2,47.5,53.9,100.59,47.8,11000.021
161,28,87,109.7,101.8,7.9,46.9,1.88,13.3,24.7,71.3,47.8,0.1,47.7,53.6,93.82,56.5,11001.101
162,8,86,101.9,105.0,-3.2,62.7,1.45,18.0,31.2,77.9,54.5,0.2,48.7,52.5,94.84,50.2,12000.011
163,14,86,96.0,102.4,-6.5,57.4,1.77,16.3,31.1,79.2,53.3,0.1,44.6,46.4,96.21,44.7,12.101
164,10,85,117.1,101.8,15.4,64.2,1.54,19.2,22.2,73.4,50.7,0.2,58.8,63.9,95.18,58.1,10.211
165,12,85,96.5,85.6,10.9,50.8,1.03,15.1,25.7,69.9,49.0,0.2,48.9,52.3,94.84,55.3,1100.102
166,7,84,102.8,96.1,6.8,66.2,2.81,19.7,22.4,77.2,50.3,0.1,46.7,51.1,94.43,58.1,21101.0
167,16,84,101.1,110.5,-9.4,67.2,1.13,18.9,21.7,72.0,47.9,0.2,54.9,58.5,95.01,44.5,11000.201
168,11,83,104.0,110.4,-6.4,57.4,1.56,16.5,23.8,74.3,48.1,0.1,48.7,53.8,101.54,46.9,1.121
169,13,83,116.5,100.7,15.8,52.0,1.86,18.5,20.3,80.0,52.7,0.1,59.9,61.7,91.88,54.8,102.101
170,25,81,95.8,99.2,-3.4,53.4,1.63,13.9,20.7,72.5,45.5,0.1,41.8,48.2,100.17,46.8,1101.101
171,14,81,117.7,120.4,-2.8,58.9,2.53,20.0,17.5,76.6,47.2,0.1,57.7,61.1,96.22,48.9,1110.002
172,14,80,113.0,106.8,6.2,66.2,2.14,20.7,22.9,79.4,49.6,0.1,55.8,58.4,94.52,53.9,1001.021
173,10,80,101.6,85.0,16.7,70.1,2.24,21.3,26.2,83.6,56.5,0.1,50.0,52.1,93.89,63.3,
174,10,80,88.0,100.7,-12.8,55.9,1.1,15.5,25.3,69.4,48.8,0.2,45.0,47.2,96.65,39.2,10100.111
175,22,80,104.5,93.5,11.0,44.8,1.0,12.8,33.8,78.8,55.5,0.2,49.6,53.0,95.5,55.8,11200.001
176,11,80,113.9,103.7,10.3,62.0,1.63,18.3,39.0,76.6,56.0,0.2,52.4,56.0,98.08,56.3,11002.01
177,12,79,113.9,98.6,15.4,49.3,2.0,17.6,22.4,79.1,52.8,0.1,56.1,58.6,88.2,58.9,20200.1
178,23,79,123.5,81.5,42.0,80.3,3.8,25.6,22.2,70.0,49.0,0.1,59.7,62.2,91.43,73.6,10011.02
179,26,78,103.2,100.1,3.2,51.9,1.42,13.0,37.0,67.9,52.7,0.1,41.8,48.1,94.36,51.8,11101.001
180,16,77,127.7,101.7,26.0,62.5,3.85,22.6,30.6,72.0,53.3,0.1,58.6,61.4,94.59,65.2,12002.0
181,26,77,113.8,90.8,22.9,58.8,2.35,17.7,25.4,67.1,47.3,0.1,53.1,56.5,103.25,66.6,1001.111
182,12,77,99.6,96.0,3.7,66.1,2.05,19.8,13.8,74.2,43.3,0.1,51.2,53.4,91.13,54.9,21100.1
183,8,77,106.4,118.7,-12.3,65.7,1.76,21.7,22.2,71.2,46.2,0.2,56.5,58.3,91.38,45.0,21000.11
184,6,77,89.6,117.1,-27.5,48.1,1.08,12.0,35.1,86.8,53.7,0.2,37.7,42.4,96.57,30.4,11100.011
185,21,77,109.4,86.1,23.4,58.2,1.56,17.5,17.9,72.2,49.0,0.1,54.3,59.2,106.22,70.1,111.2
186,18,77,116.0,111.7,4.2,60.9,1.18,18.6,17.6,74.3,50.4,0.2,60.7,68.1,101.78,52.7,1000.031
187,7,75,80.0,94.8,-14.7,69.2,0.97,18.1,12.9,84.1,50.4,0.2,47.9,49.2,99.01,44.1,21001.01
188,19,75,107.9,99.2,8.7,60.6,1.6,19.2,32.3,73.7,55.1,0.2,53.0,55.9,95.84,56.3,10100.111
189,10,75,105.7,114.5,-8.8,60.0,1.44,18.7,21.9,67.9,47.6,0.2,56.4,57.7,97.07,45.3,1001.102
190,11,74,112.0,128.8,-16.8,49.2,1.76,16.3,25.0,73.2,49.1,0.1,53.3,57.2,88.73,45.1,12002.0
191,8,74,102.0,100.1,1.9,43.5,1.13,14.1,17.6,67.2,41.7,0.2,52.6,55.4,99.64,47.2,10200.11
192,20,74,104.2,86.0,18.2,81.0,1.42,22.8,9.6,74.7,48.0,0.2,59.4,63.6,100.34,66.9,200.111
193,17,74,104.5,91.7,12.8,58.3,1.35,17.4,22.0,86.3,57.6,0.2,53.8,57.1,97.78,57.3,101.201
194,19,74,113.1,108.8,4.4,42.9,1.71,11.9,33.8,59.7,47.1,0.1,47.4,53.4,98.92,51.6,1101.101
195,28,73,93.7,100.2,-6.5,46.8,1.05,11.8,14.9,76.6,43.5,0.1,42.5,50.1,102.3,43.3,10111.01
196,7,72,89.1,121.3,-32.2,59.6,1.17,15.2,26.1,82.8,52.0,0.2,44.2,46.6,89.71,32.3,10002.2
197,16,72,120.5,118.5,2.0,56.3,2.12,18.1,22.4,65.6,45.1,0.1,57.5,61.9,96.18,51.3,10001.21
198,12,72,118.0,96.0,22.0,56.3,1.24,17.8,35.0,77.8,58.3,0.2,60.0,62.4,97.81,58.6,10000.211
199,25,72,118.3,96.9,21.4,50.0,1.38,15.7,36.7,85.2,61.2,0.2,55.0,58.7,90.52,59.4,11200.001
200,10,72,103.8,108.7,-4.8,60.3,1.52,17.9,20.4,79.7,51.3,0.2,52.5,56.5,97.9,50.6,1000.121
201,13,71,114.7,88.3,26.4,67.2,1.88,22.2,28.8,72.3,53.0,0.2,57.7,61.2,99.72,65.4,11200.001
202,15,71,97.5,97.5,0.0,63.6,1.46,17.9,35.6,71.4,55.9,0.2,45.1,49.8,95.46,52.9,101.111
203,13,71,107.6,94.0,13.6,51.7,2.38,17.1,24.2,71.0,48.9,0.1,51.6,53.0,93.09,58.5,10210.001
204,12,71,95.8,104.0,-8.2,64.3,1.38,18.3,22.7,64.3,44.1,0.2,46.8,51.8,97.81,49.4,11001.02
